FID,PFI,FEATURE_ID,PARENT_FEATURE_ID,FEATURE_TYPE,FEATURE_SUBTYPE,FEATURE_STATUS,NAME,NAME_LABEL,PARENT_NAME,CHILD_EXISTS,AUTH_ORG_CODE,AUTH_ORG_ID,AUTH_ORG_VERIFIED,VMADD_PFI,VICNAMES_ID,VICNAMES_STATUS_CODE,THEME1,THEME2,STATE,CREATE_DATE_PFI,SUPERCEDED_PFI,CREATE_DATE_UFI,OBJECTID,SHAPE
VMFEAT_POLICE_STATION.64779196,142297,142297,,emergency facility,police station,,RESERVOIR POLICE STATION,Reservoir Police Station,,,107,NRR,2021-04-20T00:00:00,429470866,-1939526,11,,,VIC,2009-05-21T02:07:29,,2022-07-20T12:34:59,2039353,POINT (-37.69380543 144.99840662)
VMFEAT_POLICE_STATION.59913907,134710,134710,,emergency facility,police station,,ALEXANDRA POLICE STATION,Alexandra Police Station,,,107,EAL,2021-04-20T00:00:00,51913267,188,10,,,VIC,2009-05-21T02:06:36,,2021-04-22T07:42:13,1887916,POINT (-37.18863456 145.70777089)
VMFEAT_POLICE_STATION.59913908,134827,134827,,emergency facility,police station,,ANGLESEA POLICE STATION,Anglesea Police Station,,,107,WAG,2021-04-20T00:00:00,53046487,392,10,,,VIC,2009-05-21T02:06:36,,2021-04-22T07:42:13,1887917,POINT (-38.40339864 144.19222815)
VMFEAT_POLICE_STATION.59913909,134850,134850,,emergency facility,police station,,APOLLO BAY POLICE STATION,Apollo Bay Police Station,,,107,WAB,2021-04-20T00:00:00,127044959,454,10,,,VIC,2009-05-21T02:06:36,,2021-04-22T07:42:13,1887918,POINT (-38.7596644 143.6703816)
VMFEAT_POLICE_STATION.59913910,134862,134862,,emergency facility,police station,,APSLEY POLICE STATION,Apsley Police Station,,,107,WAS,2021-04-20T00:00:00,54279590,474,10,,,VIC,2009-05-21T02:06:36,,2021-04-22T07:42:13,1887919,POINT (-36.9670606 141.08361854)
VMFEAT_POLICE_STATION.59913911,134873,134873,,emergency facility,police station,,ARARAT POLICE STATION,Ararat Police Station,,,107,WAR,2021-04-20T00:00:00,134102501,496,10,,,VIC,2009-05-21T02:06:36,,2021-04-22T07:42:13,1887920,POINT (-37.28424319 142.92672242)
VMFEAT_POLICE_STATION.59913912,134933,134933,,emergency facility,police station,,ASHBURTON POLICE STATION,Ashburton Police Station,,,107,EAT,2021-04-20T00:00:00,208619530,652,10,,,VIC,2009-05-21T02:06:37,,2021-04-22T07:42:13,1887921,POINT (-37.86287427 145.07970969)
VMFEAT_POLICE_STATION.59913913,134996,134996,,emergency facility,police station,,AVOCA POLICE STATION,Avoca Police Station,,,107,WAV,2021-04-20T00:00:00,54602063,731,10,,,VIC,2009-05-21T02:06:37,,2021-04-22T07:42:13,1887922,POINT (-37.08717014 143.47409564)
VMFEAT_POLICE_STATION.59913914,135009,135009,,emergency facility,police station,,AVONDALE HEIGHTS POLICE STATION,Avondale Heights Police Station,,,107,NAH,2021-04-20T00:00:00,53612905,748,10,,,VIC,2009-05-21T02:06:37,,2021-04-22T07:42:13,1887923,POINT (-37.75572979 144.85944098)
VMFEAT_POLICE_STATION.59913915,135019,135019,,emergency facility,police station,,AXEDALE POLICE STATION,Axedale Police Station,,,107,WAX,2021-04-20T00:00:00,134118373,767,10,,,VIC,2009-05-21T02:06:37,,2021-04-22T07:42:13,1887924,POINT (-36.78699283 144.50156786)
VMFEAT_POLICE_STATION.59913916,135028,135028,,emergency facility,police station,,BACCHUS MARSH POLICE STATION,Bacchus Marsh Police Station,,,107,WBM,2021-04-20T00:00:00,125629058,792,10,,,VIC,2009-05-21T02:06:37,,2021-04-22T07:42:13,1887925,POINT (-37.67578807 144.43602047)
VMFEAT_POLICE_STATION.59913918,135081,135081,,emergency facility,police station,,BALLAN POLICE STATION,Ballan Police Station,,,107,WBN,2021-04-20T00:00:00,52237868,1035,10,,,VIC,2009-05-21T02:06:38,,2021-04-22T07:42:13,1887926,POINT (-37.59995117 144.22088918)
VMFEAT_POLICE_STATION.59913919,135086,135086,,emergency facility,police station,,BALLARAT POLICE STATION,Ballarat Police Station,,,107,WBA,2021-04-20T00:00:00,135790503,1071,10,,,VIC,2009-05-21T02:06:38,,2021-04-22T07:42:13,1887927,POINT (-37.56418627 143.85911919)
VMFEAT_POLICE_STATION.59913920,135118,135118,,emergency facility,police station,,BALMORAL POLICE STATION,Balmoral Police Station,,,107,WBL,2021-04-20T00:00:00,130656373,1118,10,,,VIC,2009-05-21T02:06:38,,2021-04-22T07:42:13,1887928,POINT (-37.25221014 141.83232065)
VMFEAT_POLICE_STATION.59913921,135159,135159,,emergency facility,police station,,BANNOCKBURN POLICE STATION,Bannockburn Police Station,,,107,WBB,2021-04-20T00:00:00,203814436,1210,10,,,VIC,2009-05-21T02:06:38,,2021-04-22T07:42:13,1887929,POINT (-38.04993326 144.16841498)
VMFEAT_POLICE_STATION.59913922,135285,135285,,emergency facility,police station,,BEAUFORT POLICE STATION,Beaufort Police Station,,,107,WBF,2021-04-20T00:00:00,53699774,1649,10,,,VIC,2009-05-21T02:06:40,,2021-04-22T07:42:13,1887930,POINT (-37.43148457 143.38105813)
VMFEAT_POLICE_STATION.59913923,135303,135303,,emergency facility,police station,,BEEAC POLICE STATION,Beeac Police Station,,,107,WBC,2021-04-20T00:00:00,135942499,1689,10,,,VIC,2009-05-21T02:06:40,,2021-04-22T07:42:13,1887931,POINT (-38.19530616 143.64005958)
VMFEAT_POLICE_STATION.59913924,135306,135306,,emergency facility,police station,,BEECHWORTH POLICE STATION,Beechworth Police Station,,,107,EBC,2021-04-20T00:00:00,54197461,1711,10,,,VIC,2009-05-21T02:06:40,,2021-04-22T07:42:13,1887932,POINT (-36.3583719 146.68887022)
VMFEAT_POLICE_STATION.59913925,135331,135331,,emergency facility,police station,,BELGRAVE POLICE STATION,Belgrave Police Station,,,107,EBV,2021-04-20T00:00:00,150122817,1753,10,,,VIC,2009-05-21T02:06:40,,2021-04-22T07:42:13,1887933,POINT (-37.90808937 145.35461771)
VMFEAT_POLICE_STATION.59913926,135345,135345,,emergency facility,police station,,BELLARINE POLICE STATION,Bellarine Police Station,,,107,WBR,2021-04-20T00:00:00,54745094,-1384120,11,,,VIC,2009-05-21T02:06:40,,2021-04-22T07:42:13,1887934,POINT (-38.26679782 144.52193921)
VMFEAT_POLICE_STATION.59913927,135404,135404,,emergency facility,police station,,BENALLA POLICE STATION,Benalla Police Station,,,107,EBN,2021-04-20T00:00:00,53159841,1886,10,,,VIC,2009-05-21T02:06:40,,2021-04-22T07:42:13,1887935,POINT (-36.55560359 145.97529796)
VMFEAT_POLICE_STATION.59913928,135422,135422,,emergency facility,police station,,BENDIGO POLICE STATION,Bendigo Police Station,,,107,WBI,2021-04-20T00:00:00,53667515,1926,10,,,VIC,2009-05-21T02:06:41,,2021-04-22T07:42:13,1887936,POINT (-36.76698964 144.26698936)
VMFEAT_POLICE_STATION.59913929,135441,135441,1020346,emergency facility,police station,,BENDOC POLICE STATION,Bendoc Police Station,BENDOC COMMUNITY RECREATION RESERVE,,107,EBE,2021-04-20T00:00:00,54416657,1944,10,,,VIC,2009-05-21T02:06:41,,2021-04-22T07:42:13,1887937,POINT (-37.14707241 148.88491249)
VMFEAT_POLICE_STATION.59913930,135496,135496,,emergency facility,police station,,BETHANGA POLICE STATION,Bethanga Police Station,,,107,EBA,2021-04-20T00:00:00,53164882,-1384105,11,,,VIC,2009-05-21T02:06:41,,2021-04-22T07:42:13,1887938,POINT (-36.12547928 147.09932582)
VMFEAT_POLICE_STATION.59913931,135508,135508,,emergency facility,police station,,BEULAH POLICE STATION,Beulah Police Station,,,107,WBH,2021-04-20T00:00:00,54560166,2124,10,,,VIC,2009-05-21T02:06:41,,2021-04-22T07:42:14,1887939,POINT (-35.94324016 142.41949945)
VMFEAT_POLICE_STATION.59913932,135578,135578,,emergency facility,police station,,BIRCHIP POLICE STATION,Birchip Police Station,,,107,WBP,2021-04-20T00:00:00,134108091,2323,10,,,VIC,2009-05-21T02:06:42,,2021-04-22T07:42:14,1887940,POINT (-35.97980014 142.91732229)
VMFEAT_POLICE_STATION.59913933,135589,135589,,emergency facility,police station,,BIRREGURRA POLICE STATION,Birregurra Police Station,,,107,WBG,2021-04-20T00:00:00,53054503,2351,10,,,VIC,2009-05-21T02:06:42,,2021-04-22T07:42:14,1887941,POINT (-38.33629848 143.78271101)
VMFEAT_POLICE_STATION.59913934,135694,135694,,emergency facility,police station,,BOOLARRA POLICE STATION,Boolarra Police Station,,,107,EBR,2021-04-20T00:00:00,53243826,2932,10,,,VIC,2009-05-21T02:06:42,,2021-04-22T07:42:14,1887942,POINT (-38.38044265 146.27232066)
VMFEAT_POLICE_STATION.59913941,135828,135828,,emergency facility,police station,,BRIGHT POLICE STATION,Bright Police Station,,,107,EBI,2021-04-20T00:00:00,53396829,3423,10,,,VIC,2009-05-21T02:06:43,,2021-04-22T07:42:14,1887948,POINT (-36.73179425 146.96204948)
VMFEAT_POLICE_STATION.59913942,135863,135863,,emergency facility,police station,,BROADFORD POLICE STATION,Broadford Police Station,,,107,EBF,2021-04-20T00:00:00,53678279,3507,10,,,VIC,2009-05-21T02:06:43,,2021-04-22T07:42:14,1887949,POINT (-37.20340463 145.05542339)
VMFEAT_POLICE_STATION.59913935,135712,135712,,emergency facility,police station,,BOORT POLICE STATION,Boort Police Station,,,107,WBT,2021-04-20T00:00:00,53157469,2998,10,,,VIC,2009-05-21T02:06:42,,2021-04-22T07:42:14,1887943,POINT (-36.11606286 143.72340919)
VMFEAT_POLICE_STATION.59913937,135739,135739,,emergency facility,police station,,BOROONDARA POLICE STATION,Boroondara Police Station,,,107,EBB,2021-04-20T00:00:00,54713765,-1384144,11,,,VIC,2009-05-21T02:06:43,,2021-04-22T07:42:14,1887944,POINT (-37.7997109 145.05202946)
VMFEAT_POLICE_STATION.59913938,135789,135789,,emergency facility,police station,,BRANXHOLME POLICE STATION,Branxholme Police Station,,,107,WBX,2021-04-20T00:00:00,53996989,3288,10,,,VIC,2009-05-21T02:06:43,,2021-04-22T07:42:14,1887945,POINT (-37.85841915 141.79875453)
VMFEAT_POLICE_STATION.59913939,135807,135807,,emergency facility,police station,,BRIAGOLONG POLICE STATION,Briagolong Police Station,,,107,EBG,2021-04-20T00:00:00,53260848,3357,10,,,VIC,2009-05-21T02:06:43,,2021-04-22T07:42:14,1887946,POINT (-37.84343327 147.069628)
VMFEAT_POLICE_STATION.59913943,135868,135868,,emergency facility,police station,,BROADMEADOWS POLICE STATION,Broadmeadows Police Station,,,107,NBS,2021-04-20T00:00:00,53578490,3518,10,,,VIC,2009-05-21T02:06:43,,2021-04-22T07:42:14,1887950,POINT (-37.683223 144.91687455)
VMFEAT_POLICE_STATION.59913944,135916,135916,,emergency facility,police station,,BRUNSWICK POLICE STATION,Brunswick Police Station,,,107,NBW,2021-04-20T00:00:00,50223825,3666,10,,,VIC,2009-05-21T02:06:44,,2021-04-22T07:42:14,1887951,POINT (-37.76281274 144.96306858)
VMFEAT_POLICE_STATION.59913945,135924,135924,,emergency facility,police station,,BRUTHEN POLICE STATION,Bruthen Police Station,,,107,EBT,2021-04-20T00:00:00,134114462,3686,10,,,VIC,2009-05-21T02:06:44,,2021-04-22T07:42:14,1887952,POINT (-37.70751283 147.83111909)
VMFEAT_POLICE_STATION.59913946,135932,135932,,emergency facility,police station,,BUCHAN POLICE STATION,Buchan Police Station,,,107,EBX,2021-04-20T00:00:00,134112276,3723,10,,,VIC,2009-05-21T02:06:44,,2021-04-22T07:42:14,1887953,POINT (-37.49987147 148.17131016)
VMFEAT_POLICE_STATION.59913947,135996,135996,,emergency facility,police station,,BUNINYONG POLICE STATION,Buninyong Police Station,,,107,WBY,2021-04-20T00:00:00,52165898,4076,10,,,VIC,2009-05-21T02:06:44,,2021-04-22T07:42:14,1887954,POINT (-37.65155726 143.88464558)
VMFEAT_POLICE_STATION.59913948,136003,136003,,emergency facility,police station,,BUNYIP POLICE STATION,Bunyip Police Station,,,107,SBP,2021-04-20T00:00:00,53405188,4101,10,,,VIC,2009-05-21T02:06:44,,2021-04-22T07:42:14,1887955,POINT (-38.09751502 145.71779978)
VMFEAT_POLICE_STATION.59913949,136043,136043,,emergency facility,police station,,BURWOOD POLICE STATION,Burwood Police Station,,,107,EBD,2021-04-20T00:00:00,50234816,4255,10,,,VIC,2009-05-21T02:06:44,,2021-04-22T07:42:14,1887956,POINT (-37.8508838 145.09817779)
VMFEAT_POLICE_STATION.59913940,135820,135820,,emergency facility,police station,,BRIDGEWATER POLICE STATION,Bridgewater Police Station,,,107,WBD,2021-04-20T00:00:00,52232932,3394,10,,,VIC,2009-05-21T02:06:43,,2021-04-22T07:42:14,1887947,POINT (-36.60170372 143.94000856)
VMFEAT_POLICE_STATION.59914005,137710,137710,,emergency facility,police station,,FAWKNER POLICE STATION,Fawkner Police Station,,,107,NFK,2021-04-20T00:00:00,173679665,8929,10,,,VIC,2009-05-21T02:06:56,,2021-04-22T07:42:14,1888012,POINT (-37.71817406 144.96233071)
VMFEAT_POLICE_STATION.59914006,137766,137766,,emergency facility,police station,,FITZROY POLICE STATION,Fitzroy Police Station,,,107,NFZ,2021-04-20T00:00:00,219088806,9127,10,,,VIC,2009-05-21T02:06:57,,2021-04-22T07:42:14,1888013,POINT (-37.80222187 144.97913155)
VMFEAT_POLICE_STATION.59914007,137773,137773,,emergency facility,police station,,FLEMINGTON POLICE STATION,Flemington Police Station,,,107,NFM,2021-04-20T00:00:00,51466662,9204,10,,,VIC,2009-05-21T02:06:57,,2021-04-22T07:42:14,1888014,POINT (-37.78511911 144.93214981)
VMFEAT_POLICE_STATION.59914008,137790,137790,,emergency facility,police station,,FOOTSCRAY POLICE STATION,Footscray Police Station,,,107,NFC,2021-04-20T00:00:00,219702148,9293,10,,,VIC,2009-05-21T02:06:57,,2021-04-22T07:42:14,1888015,POINT (-37.80386701 144.9013728)
VMFEAT_POLICE_STATION.59914009,137813,137813,,emergency facility,police station,,FORREST POLICE STATION,Forrest Police Station,,,107,WFO,2021-04-20T00:00:00,218960902,9363,10,,,VIC,2009-05-21T02:06:57,,2021-04-22T07:42:14,1888016,POINT (-38.52102481 143.71662739)
VMFEAT_POLICE_STATION.59914010,137819,137819,,emergency facility,police station,,FOSTER POLICE STATION,Foster Police Station,,,107,EFS,2021-04-20T00:00:00,53220154,9381,10,,,VIC,2009-05-21T02:06:57,,2021-04-22T07:42:14,1888017,POINT (-38.65214591 146.20243545)
VMFEAT_POLICE_STATION.59914011,137846,137846,,emergency facility,police station,,FRANKSTON POLICE STATION,Frankston Police Station,,,107,SFK,2021-04-20T00:00:00,52075679,9472,10,,,VIC,2009-05-21T02:06:57,,2021-04-22T07:42:14,1888018,POINT (-38.13890076 145.12466702)
VMFEAT_POLICE_STATION.59914012,137915,137915,,emergency facility,police station,,GEELONG POLICE STATION,Geelong Police Station,,,107,WGL,2021-04-20T00:00:00,426461773,9799,10,,,VIC,2009-05-21T02:06:58,,2021-04-22T07:42:14,1888019,POINT (-38.1453584 144.35692269)
VMFEAT_POLICE_STATION.59914013,137986,137986,,emergency facility,police station,,GISBORNE POLICE STATION,Gisborne Police Station,,,107,WGS,2021-04-20T00:00:00,426094826,10026,10,,,VIC,2009-05-21T02:06:58,,2021-04-22T07:42:14,1888020,POINT (-37.48538121 144.5856497)
VMFEAT_POLICE_STATION.59914014,138052,138052,,emergency facility,police station,,GLEN WAVERLEY POLICE STATION,Glen Waverley Police Station,,,107,EGW,2021-04-20T00:00:00,53009943,10088,10,,,VIC,2009-05-21T02:06:59,,2021-04-22T07:42:14,1888021,POINT (-37.90364053 145.16409497)
VMFEAT_POLICE_STATION.59914015,138181,138181,,emergency facility,police station,,GLENROWAN POLICE STATION,Glenrowan Police Station,,,107,EGE,2021-04-20T00:00:00,134167961,10243,10,,,VIC,2009-05-21T02:06:59,,2021-04-22T07:42:14,1888022,POINT (-36.46348828 146.22725919)
VMFEAT_POLICE_STATION.59914016,138259,138259,,emergency facility,police station,,GOORNONG POLICE STATION,Goornong Police Station,,,107,WGN,2021-04-20T00:00:00,428058845,10445,10,,,VIC,2009-05-21T02:07:00,,2021-04-22T07:42:14,1888023,POINT (-36.61405439 144.50922698)
VMFEAT_POLICE_STATION.59914017,138267,138267,,emergency facility,police station,,GORDON POLICE STATION,Gordon Police Station,,,107,WGR,2021-04-20T00:00:00,125557792,10486,10,,,VIC,2009-05-21T02:07:00,,2021-04-22T07:42:14,1888024,POINT (-37.57980744 144.10149714)
VMFEAT_POLICE_STATION.59914018,138271,138271,,emergency facility,police station,,GOROKE POLICE STATION,Goroke Police Station,,,107,WGK,2021-04-20T00:00:00,134177343,10513,10,,,VIC,2009-05-21T02:07:00,,2021-04-22T07:42:14,1888025,POINT (-36.71857419 141.47168417)
VMFEAT_POLICE_STATION.59914019,138380,138380,,emergency facility,police station,,GREENSBOROUGH POLICE STATION,Greensborough Police Station,,,107,NGB,2021-04-20T00:00:00,53578579,10855,10,,,VIC,2009-05-21T02:07:01,,2021-04-22T07:42:14,1888026,POINT (-37.70404257 145.09615767)
VMFEAT_POLICE_STATION.59914020,138463,138463,,emergency facility,police station,,GUNBOWER POLICE STATION,Gunbower Police Station,,,107,WGO,2021-04-20T00:00:00,134108215,11015,10,,,VIC,2009-05-21T02:07:01,,2021-04-22T07:42:14,1888027,POINT (-35.95569877 144.36711472)
VMFEAT_POLICE_STATION.59914021,138526,138526,,emergency facility,police station,,HALLS GAP POLICE STATION,Halls Gap Police Station,,,107,WHG,2021-04-20T00:00:00,53888504,-1384127,11,,,VIC,2009-05-21T02:07:02,,2021-04-22T07:42:14,1888028,POINT (-37.13652387 142.51929564)
VMFEAT_POLICE_STATION.59914022,138531,138531,,emergency facility,police station,,HAMILTON POLICE STATION,Hamilton Police Station,,,107,WHA,2021-04-20T00:00:00,134165315,11178,10,,,VIC,2009-05-21T02:07:02,,2021-04-22T07:42:14,1888029,POINT (-37.7476701 142.02604668)
VMFEAT_POLICE_STATION.59914023,138572,138572,,emergency facility,police station,,HARROW POLICE STATION,Harrow Police Station,,,107,WHR,2021-04-20T00:00:00,129136733,11323,10,,,VIC,2009-05-21T02:07:02,,2021-04-22T07:42:14,1888030,POINT (-37.16419711 141.59393181)
VMFEAT_POLICE_STATION.59914024,138579,138579,,emergency facility,police station,,HASTINGS POLICE STATION,Hastings Police Station,,,107,SHS,2021-04-20T00:00:00,53633890,11350,10,,,VIC,2009-05-21T02:07:02,,2021-04-22T07:42:14,1888031,POINT (-38.3078632 145.18467611)
VMFEAT_POLICE_STATION.59914025,138623,138623,,emergency facility,police station,,HEALESVILLE POLICE STATION,Healesville Police Station,,,107,EHV,2021-04-20T00:00:00,52130484,11470,10,,,VIC,2009-05-21T02:07:02,,2021-04-22T07:42:14,1888032,POINT (-37.65662715 145.51088131)
VMFEAT_POLICE_STATION.59914026,138635,138635,,emergency facility,police station,,HEATHCOTE POLICE STATION,Heathcote Police Station,,,107,WHC,2021-04-20T00:00:00,54052426,11496,10,,,VIC,2009-05-21T02:07:02,,2021-04-22T07:42:14,1888033,POINT (-36.9217141 144.70912933)
VMFEAT_POLICE_STATION.59914027,138662,138662,,emergency facility,police station,,HEIDELBERG POLICE STATION,Heidelberg Police Station,,,107,NHL,2021-04-20T00:00:00,218748772,11549,10,,,VIC,2009-05-21T02:07:02,,2021-04-22T07:42:15,1888034,POINT (-37.7575202 145.07073003)
VMFEAT_POLICE_STATION.59914028,138698,138698,,emergency facility,police station,,HEYFIELD POLICE STATION,Heyfield Police Station,,,107,EHF,2021-04-20T00:00:00,53398454,11657,10,,,VIC,2009-05-21T02:07:03,,2021-04-22T07:42:15,1888035,POINT (-37.98174032 146.78549672)
VMFEAT_POLICE_STATION.59914029,138704,138704,,emergency facility,police station,,HEYWOOD POLICE STATION,Heywood Police Station,,,107,WHY,2021-04-20T00:00:00,129376414,11681,10,,,VIC,2009-05-21T02:07:03,,2021-04-22T07:42:15,1888036,POINT (-38.13349696 141.62896291)
VMFEAT_POLICE_STATION.59914030,138865,138865,,emergency facility,police station,,HOPETOUN POLICE STATION,Hopetoun Police Station,,,107,WHP,2021-04-20T00:00:00,53369702,11945,10,,,VIC,2009-05-21T02:07:04,,2021-04-22T07:42:15,1888037,POINT (-35.72884389 142.36600989)
VMFEAT_POLICE_STATION.59914031,138880,138880,,emergency facility,police station,,HORSHAM POLICE STATION,Horsham Police Station,,,107,WHM,2021-04-20T00:00:00,53653451,12044,10,,,VIC,2009-05-21T02:07:04,,2021-04-22T07:42:15,1888038,POINT (-36.71406741 142.2012219)
VMFEAT_POLICE_STATION.59914032,138927,138927,,emergency facility,police station,,HURSTBRIDGE POLICE STATION,Hurstbridge Police Station,,,107,NHB,2021-04-20T00:00:00,52173172,12224,10,,,VIC,2009-05-21T02:07:04,,2021-04-22T07:42:15,1888039,POINT (-37.63998203 145.19283606)
VMFEAT_POLICE_STATION.59914033,138991,138991,,emergency facility,police station,,INGLEWOOD POLICE STATION,Inglewood Police Station,,,107,WIW,2021-04-20T00:00:00,54281786,12298,10,,,VIC,2009-05-21T02:07:05,,2021-04-22T07:42:15,1888040,POINT (-36.57572425 143.87005443)
VMFEAT_POLICE_STATION.59914034,139008,139008,,emergency facility,police station,,INVERLEIGH POLICE STATION,Inverleigh Police Station,,,107,WIV,2021-04-20T00:00:00,53173589,12323,10,,,VIC,2009-05-21T02:07:05,,2021-04-22T07:42:15,1888041,POINT (-38.10157586 144.05060418)
VMFEAT_POLICE_STATION.59914035,139011,139011,,emergency facility,police station,,INVERLOCH POLICE STATION,Inverloch Police Station,,,107,EIL,2021-04-20T00:00:00,134182969,12328,10,,,VIC,2009-05-21T02:07:05,,2021-04-22T07:42:15,1888042,POINT (-38.63111969 145.7274697)
VMFEAT_POLICE_STATION.59914036,139086,139086,,emergency facility,police station,,JAMIESON POLICE STATION,Jamieson Police Station,,,107,EJM,2021-04-20T00:00:00,54392589,12559,10,,,VIC,2009-05-21T02:07:05,,2021-04-22T07:42:15,1888043,POINT (-37.30333476 146.13818244)
VMFEAT_POLICE_STATION.59914037,139117,139117,,emergency facility,police station,,JEPARIT POLICE STATION,Jeparit Police Station,,,107,WJP,2021-04-20T00:00:00,52231785,12656,10,,,VIC,2009-05-21T02:07:06,,2021-04-22T07:42:15,1888044,POINT (-36.14334507 141.98877649)
VMFEAT_POLICE_STATION.59914038,139251,139251,,emergency facility,police station,,KANIVA POLICE STATION,Kaniva Police Station,,,107,WKV,2021-04-20T00:00:00,134177553,13097,10,,,VIC,2009-05-21T02:07:06,,2021-04-22T07:42:15,1888045,POINT (-36.37887 141.2420549)
VMFEAT_POLICE_STATION.59914039,139316,139316,,emergency facility,police station,,KATAMATITE POLICE STATION,Katamatite Police Station,,,107,EKT,2021-04-20T00:00:00,,13175,10,,,VIC,2009-05-21T02:07:07,,2021-04-22T07:42:15,1888046,POINT (-36.07934439 145.688837)
VMFEAT_POLICE_STATION.59914040,139343,139343,,emergency facility,police station,,KEILOR DOWNS POLICE STATION,Keilor Downs Police Station,,,107,NKD,2021-04-20T00:00:00,53427059,-1384138,11,,,VIC,2009-05-21T02:07:07,,2021-04-22T07:42:15,1888047,POINT (-37.72382812 144.80750122)
VMFEAT_POLICE_STATION.59914041,139398,139398,,emergency facility,police station,,KERANG POLICE STATION,Kerang Police Station,,,107,WKG,2021-04-20T00:00:00,428761529,13385,10,,,VIC,2009-05-21T02:07:07,,2021-04-22T07:42:15,1888048,POINT (-35.73390676 143.92150749)
VMFEAT_POLICE_STATION.59914042,139501,139501,,emergency facility,police station,,KILMORE POLICE STATION,Kilmore Police Station,,,107,EKM,2021-04-20T00:00:00,129627402,13543,10,,,VIC,2009-05-21T02:07:09,,2021-04-22T07:42:15,1888049,POINT (-37.30706434 144.94985509)
VMFEAT_POLICE_STATION.59914043,139522,139522,,emergency facility,police station,,KINGLAKE POLICE STATION,Kinglake Police Station,,,107,EKL,2021-04-20T00:00:00,54662206,-1384118,11,,,VIC,2009-05-21T02:07:09,,2021-04-22T07:42:15,1888050,POINT (-37.53153138 145.34048767)
VMFEAT_POLICE_STATION.59914044,139579,139579,,emergency facility,police station,,KNOX POLICE STATION,Knox Police Station,,,107,EKX,2021-04-20T00:00:00,207324733,-1384129,11,,,VIC,2009-05-21T02:07:09,,2021-04-22T07:42:15,1888051,POINT (-37.86972927 145.23661514)
