FID,PFI,FEATURE_ID,PARENT_FEATURE_ID,FEATURE_TYPE,FEATURE_SUBTYPE,FEATURE_STATUS,NAME,NAME_LABEL,PARENT_NAME,CHILD_EXISTS,AUTH_ORG_CODE,AUTH_ORG_ID,AUTH_ORG_VERIFIED,VMADD_PFI,VICNAMES_ID,VICNAMES_STATUS_CODE,THEME1,THEME2,STATE,CREATE_DATE_PFI,SUPERCEDED_PFI,CREATE_DATE_UFI,OBJECTID,SHAPE
VMFEAT_POLICE_STATION.59914067,140087,140087,,emergency facility,police station,,LORNE POLICE STATION,Lorne Police Station,,,107,WLO,2021-04-20T00:00:00,54724502,15574,10,,,VIC,2009-05-21T02:07:12,,2021-04-22T07:42:15,1888073,POINT (-38.54085077 143.97374976)
VMFEAT_POLICE_STATION.59914068,140187,140187,,emergency facility,police station,,MACARTHUR POLICE STATION,Macarthur Police Station,,,107,WMT,2021-04-20T00:00:00,134162800,15789,10,,,VIC,2009-05-21T02:07:13,,2021-04-22T07:42:15,1888074,POINT (-38.0324885 142.00084801)
VMFEAT_POLICE_STATION.59914069,140194,140194,,emergency facility,police station,,MACEDON POLICE STATION,Macedon Police Station,,,107,WMC,2021-04-20T00:00:00,135381275,15801,10,,,VIC,2009-05-21T02:07:13,,2021-04-22T07:42:15,1888075,POINT (-37.42292179 144.56776918)
VMFEAT_POLICE_STATION.59914070,140215,140215,,emergency facility,police station,,MAFFRA POLICE STATION,Maffra Police Station,,,107,EMF,2021-04-20T00:00:00,53260491,15876,10,,,VIC,2009-05-21T02:07:13,,2021-04-22T07:42:15,1888076,POINT (-37.96494173 146.97335262)
VMFEAT_POLICE_STATION.59914072,140251,140251,,emergency facility,police station,,MALLACOOTA POLICE STATION,Mallacoota Police Station,,,107,EMC,2021-04-20T00:00:00,54499240,16019,10,,,VIC,2009-05-21T02:07:14,,2021-04-22T07:42:15,1888077,POINT (-37.55863703 149.75527764)
VMFEAT_POLICE_STATION.59914073,140262,140262,,emergency facility,police station,,MALMSBURY POLICE STATION,Malmsbury Police Station,,,107,WMA,2021-04-20T00:00:00,135381779,16035,10,,,VIC,2009-05-21T02:07:14,,2021-04-22T07:42:15,1888078,POINT (-37.18837112 144.38501096)
VMFEAT_POLICE_STATION.59914074,140265,140265,,emergency facility,police station,,MALVERN POLICE STATION,Malvern Police Station,,,107,SMV,2021-04-20T00:00:00,53474039,16055,10,,,VIC,2009-05-21T02:07:15,,2021-04-22T07:42:15,1888079,POINT (-37.85588321 145.02961141)
VMFEAT_POLICE_STATION.59914075,140273,140273,,emergency facility,police station,,MANANGATANG POLICE STATION,Manangatang Police Station,,,107,WMG,2021-04-20T00:00:00,54246448,16071,10,,,VIC,2009-05-21T02:07:15,,2021-04-22T07:42:15,1888080,POINT (-35.05036587 142.88271742)
VMFEAT_POLICE_STATION.59914045,139603,139603,,emergency facility,police station,,KOO WEE RUP POLICE STATION,Koo Wee Rup Police Station,,,107,SKR,2021-04-20T00:00:00,53658856,-1384128,11,,,VIC,2009-05-21T02:07:09,,2021-04-22T07:42:15,1888052,POINT (-38.20023541 145.48910525)
VMFEAT_POLICE_STATION.59914046,139621,139621,,emergency facility,police station,,KOONDROOK POLICE STATION,Koondrook Police Station,,,107,WKK,2021-04-20T00:00:00,129379027,13827,10,,,VIC,2009-05-21T02:07:09,,2021-04-22T07:42:15,1888053,POINT (-35.64501315 144.13130878)
VMFEAT_POLICE_STATION.59914047,139656,139656,,emergency facility,police station,,KOROIT POLICE STATION,Koroit Police Station,,,107,WKO,2021-04-20T00:00:00,53690616,13897,10,,,VIC,2009-05-21T02:07:09,,2021-04-22T07:42:15,1888054,POINT (-38.29259685 142.36787572)
VMFEAT_POLICE_STATION.59914048,139662,139662,,emergency facility,police station,,KORUMBURRA POLICE STATION,Korumburra Police Station,,,107,EKB,2021-04-20T00:00:00,426468024,13926,10,,,VIC,2009-05-21T02:07:09,,2021-04-22T07:42:15,1888055,POINT (-38.43457558 145.82431174)
VMFEAT_POLICE_STATION.59914049,139698,139698,,emergency facility,police station,,KYABRAM POLICE STATION,Kyabram Police Station,,,107,WKA,2021-04-20T00:00:00,129801942,14027,10,,,VIC,2009-05-21T02:07:10,,2021-04-22T07:42:15,1888056,POINT (-36.31369564 145.05256381)
VMFEAT_POLICE_STATION.59914050,139717,139717,,emergency facility,police station,,KYNETON POLICE STATION,Kyneton Police Station,,,107,WKY,2021-04-20T00:00:00,131266285,14044,10,,,VIC,2009-05-21T02:07:10,,2021-04-22T07:42:15,1888057,POINT (-37.24767423 144.45174339)
VMFEAT_POLICE_STATION.59914051,139747,139747,,emergency facility,police station,,LAKE BOGA POLICE STATION,Lake Boga Police Station,,,107,WLG,2021-04-20T00:00:00,54246335,14171,10,,,VIC,2009-05-21T02:07:10,,2021-04-22T07:42:15,1888058,POINT (-35.45954934 143.63168125)
VMFEAT_POLICE_STATION.59914052,139750,139750,,emergency facility,police station,,LAKE BOLAC POLICE STATION,Lake Bolac Police Station,,,107,WLB,2021-04-20T00:00:00,134102417,14178,10,,,VIC,2009-05-21T02:07:10,,2021-04-22T07:42:15,1888059,POINT (-37.71144268 142.84126627)
VMFEAT_POLICE_STATION.59914053,139768,139768,,emergency facility,police station,,LAKES ENTRANCE POLICE STATION,Lakes Entrance Police Station,,,107,ELE,2021-04-20T00:00:00,53627167,14494,10,,,VIC,2009-05-21T02:07:10,,2021-04-22T07:42:15,1888060,POINT (-37.877235 147.99453958)
VMFEAT_POLICE_STATION.59914054,139799,139799,,emergency facility,police station,,LANCEFIELD POLICE STATION,Lancefield Police Station,,,107,WLF,2021-04-20T00:00:00,425530172,14570,10,,,VIC,2009-05-21T02:07:11,,2021-04-22T07:42:15,1888061,POINT (-37.27853804 144.73627653)
VMFEAT_POLICE_STATION.59914056,139811,139811,,emergency facility,police station,,LANG LANG POLICE STATION,Lang Lang Police Station,,,107,SLL,2021-04-20T00:00:00,52043561,14597,10,,,VIC,2009-05-21T02:07:11,,2021-04-22T07:42:15,1888063,POINT (-38.26530318 145.5634698)
VMFEAT_POLICE_STATION.59914057,139830,139830,,emergency facility,police station,,LARA POLICE STATION,Lara Police Station,,,107,WLA,2021-04-20T00:00:00,53025077,14660,10,,,VIC,2009-05-21T02:07:11,,2021-04-22T07:42:15,1888064,POINT (-38.02346604 144.39604738)
VMFEAT_POLICE_STATION.59914058,139872,139872,,emergency facility,police station,,LAVERS HILL POLICE STATION,Lavers Hill Police Station,,,107,WLH,2021-04-20T00:00:00,134110851,-1384137,11,,,VIC,2009-05-21T02:07:11,,2021-04-22T07:42:15,1888065,POINT (-38.68235395 143.38593963)
VMFEAT_POLICE_STATION.59914059,139877,139877,,emergency facility,police station,,LAVERTON POLICE STATION,Laverton Police Station,,,107,NLV,2021-04-20T00:00:00,53612921,14734,10,,,VIC,2009-05-21T02:07:11,,2021-04-22T07:42:15,1888066,POINT (-37.86326405 144.77140252)
VMFEAT_POLICE_STATION.59914060,139900,139900,,emergency facility,police station,,LEARMONTH POLICE STATION,Learmonth Police Station,,,107,WLM,2021-04-20T00:00:00,431846096,14785,10,,,VIC,2009-05-21T02:07:11,,2021-04-22T07:42:15,1888067,POINT (-37.42229151 143.71535703)
VMFEAT_POLICE_STATION.59914076,140307,140307,,emergency facility,police station,,MANSFIELD POLICE STATION,Mansfield Police Station,,,107,EMS,2021-04-20T00:00:00,53337050,16126,10,,,VIC,2009-05-21T02:07:15,,2021-04-22T07:42:15,1888081,POINT (-37.05230724 146.08697352)
VMFEAT_POLICE_STATION.59914077,140392,140392,,emergency facility,police station,,MARYBOROUGH POLICE STATION,Maryborough Police Station,,,107,WMY,2021-04-20T00:00:00,131791717,16292,10,,,VIC,2009-05-21T02:07:15,,2021-04-22T07:42:15,1888082,POINT (-37.04730985 143.7354683)
VMFEAT_POLICE_STATION.59914078,140488,140488,,emergency facility,police station,,MEENIYAN POLICE STATION,Meeniyan Police Station,,,107,EMI,2021-04-20T00:00:00,134164536,16606,10,,,VIC,2009-05-21T02:07:16,,2021-04-22T07:42:15,1888083,POINT (-38.58005921 146.01065226)
VMFEAT_POLICE_STATION.59914061,139925,139925,,emergency facility,police station,,LEONGATHA POLICE STATION,Leongatha Police Station,,,107,ELH,2021-04-20T00:00:00,53219189,14858,10,,,VIC,2009-05-21T02:07:11,,2021-04-22T07:42:15,1888068,POINT (-38.47501968 145.94595074)
VMFEAT_POLICE_STATION.59914063,139962,139962,,emergency facility,police station,,LILYDALE POLICE STATION,Lilydale Police Station,,,107,ELY,2021-04-20T00:00:00,51507256,14982,10,,,VIC,2009-05-21T02:07:12,,2021-04-22T07:42:15,1888070,POINT (-37.75560339 145.3423958)
VMFEAT_POLICE_STATION.59914079,140505,140505,,emergency facility,police station,,MELBOURNE EAST POLICE STATION,Melbourne East Police Station,,,107,NME,2021-04-20T00:00:00,209510609,-1384124,11,,,VIC,2009-05-21T02:07:16,,2021-04-22T07:42:15,1888084,POINT (-37.81284652 144.96726049)
VMFEAT_POLICE_STATION.59914081,140528,140528,,emergency facility,police station,,MELTON POLICE STATION,Melton Police Station,,,107,NMT,2021-04-20T00:00:00,51114773,16661,10,,,VIC,2009-05-21T02:07:16,,2021-04-22T07:42:15,1888085,POINT (-37.68583347 144.57794108)
VMFEAT_POLICE_STATION.59914082,140562,140562,,emergency facility,police station,,MERBEIN POLICE STATION,Merbein Police Station,,,107,WMB,2021-04-20T00:00:00,53389235,16711,10,,,VIC,2009-05-21T02:07:16,,2021-04-22T07:42:15,1888086,POINT (-34.16772092 142.06265827)
VMFEAT_POLICE_STATION.59914083,140573,140573,,emergency facility,police station,,MEREDITH POLICE STATION,Meredith Police Station,,,107,WMH,2021-04-20T00:00:00,220581469,16726,10,,,VIC,2009-05-21T02:07:16,,2021-04-22T07:42:15,1888087,POINT (-37.84651334 144.07573476)
VMFEAT_POLICE_STATION.59914084,140588,140588,,emergency facility,police station,,MERINO POLICE STATION,Merino Police Station,,,107,WMI,2021-04-20T00:00:00,54752760,16751,10,,,VIC,2009-05-21T02:07:17,,2021-04-22T07:42:15,1888088,POINT (-37.72027103 141.54994779)
VMFEAT_POLICE_STATION.59914085,140667,140667,,emergency facility,police station,,MILDURA POLICE STATION,Mildura Police Station,,,107,WML,2021-04-20T00:00:00,425938301,16988,10,,,VIC,2009-05-21T02:07:17,,2021-04-22T07:42:15,1888089,POINT (-34.18606288 142.16206768)
VMFEAT_POLICE_STATION.59914086,140690,140690,,emergency facility,police station,,MILL PARK POLICE STATION,Mill Park Police Station,,,107,NMP,2021-04-20T00:00:00,50626346,-1384115,11,,,VIC,2009-05-21T02:07:17,,2021-04-22T07:42:15,1888090,POINT (-37.65734985 145.07542319)
VMFEAT_POLICE_STATION.59914087,140741,140741,,emergency facility,police station,,MINYIP POLICE STATION,Minyip Police Station,,,107,WMN,2021-04-20T00:00:00,129462089,17151,10,,,VIC,2009-05-21T02:07:17,,2021-04-22T07:42:15,1888091,POINT (-36.45807944 142.58917917)
VMFEAT_POLICE_STATION.59914088,140744,140744,,emergency facility,police station,,MIRBOO NORTH POLICE STATION,Mirboo North Police Station,,,107,EMN,2021-04-20T00:00:00,53215737,17172,10,,,VIC,2009-05-21T02:07:17,,2021-04-22T07:42:15,1888092,POINT (-38.40088304 146.15888765)
VMFEAT_POLICE_STATION.59914064,139991,139991,,emergency facility,police station,,LINTON POLICE STATION,Linton Police Station,,,107,WLT,2021-04-20T00:00:00,125188310,15055,10,,,VIC,2009-05-21T02:07:12,,2021-04-22T07:42:15,1888071,POINT (-37.68744467 143.56187256)
VMFEAT_POLICE_STATION.59914065,140004,140004,,emergency facility,police station,,LISMORE POLICE STATION,Lismore Police Station,,,107,WLS,2021-04-20T00:00:00,128979617,15075,10,,,VIC,2009-05-21T02:07:12,,2021-04-22T07:42:15,1888072,POINT (-37.95328631 143.33976605)
VMFEAT_POLICE_STATION.59914089,140769,140769,,emergency facility,police station,,MITTA MITTA POLICE STATION,Mitta Mitta Police Station,,,107,EMM,2021-04-20T00:00:00,54685832,17252,10,,,VIC,2009-05-21T02:07:18,,2021-04-22T07:42:15,1888093,POINT (-36.53717245 147.37778965)
VMFEAT_POLICE_STATION.59914090,140785,140785,,emergency facility,police station,,MOE POLICE STATION,Moe Police Station,,,107,EMO,2021-04-20T00:00:00,100179642,17291,10,,,VIC,2009-05-21T02:07:18,,2021-04-22T07:42:15,1888094,POINT (-38.17609556 146.26521625)
VMFEAT_POLICE_STATION.59914091,140819,140819,,emergency facility,police station,,MONBULK POLICE STATION,Monbulk Police Station,,,107,EMK,2021-04-20T00:00:00,51708379,17376,10,,,VIC,2009-05-21T02:07:18,,2021-04-22T07:42:15,1888095,POINT (-37.87524106 145.40769628)
VMFEAT_POLICE_STATION.59914092,140859,140859,,emergency facility,police station,,MOONEE PONDS POLICE STATION,Moonee Ponds Police Station,,,107,NMO,2021-04-20T00:00:00,53466593,17513,10,,,VIC,2009-05-21T02:07:18,,2021-04-22T07:42:15,1888096,POINT (-37.76471231 144.92407846)
VMFEAT_POLICE_STATION.59914093,140868,140868,,emergency facility,police station,,MOORABBIN POLICE STATION,Moorabbin Police Station,,,107,SMB,2021-04-20T00:00:00,53515747,17553,10,,,VIC,2009-05-21T02:07:18,,2021-04-22T07:42:15,1888097,POINT (-37.93739474 145.03822237)
VMFEAT_POLICE_STATION.59914094,140887,140887,,emergency facility,police station,,MOOROOLBARK POLICE STATION,Mooroolbark Police Station,,,107,EMB,2021-04-20T00:00:00,50998874,17616,10,,,VIC,2009-05-21T02:07:18,,2021-04-22T07:42:15,1888098,POINT (-37.78953773 145.31053496)
VMFEAT_POLICE_STATION.59914095,140892,140892,,emergency facility,police station,,MOOROOPNA POLICE STATION,Mooroopna Police Station,,,107,EMP,2021-04-20T00:00:00,,17631,10,,,VIC,2009-05-21T02:07:18,,2021-04-22T07:42:15,1888099,POINT (-36.39542602 145.35612055)
VMFEAT_POLICE_STATION.59914096,140905,140905,,emergency facility,police station,,MORDIALLOC POLICE STATION,Mordialloc Police Station,,,107,SMD,2021-04-20T00:00:00,54724370,17670,10,,,VIC,2009-05-21T02:07:18,,2021-04-22T07:42:15,1888100,POINT (-38.00377788 145.08624021)
VMFEAT_POLICE_STATION.59914097,140920,140920,,emergency facility,police station,,MORNINGTON POLICE STATION,Mornington Police Station,,,107,SMT,2021-04-20T00:00:00,206699276,17736,10,,,VIC,2009-05-21T02:07:19,,2021-04-22T07:42:15,1888101,POINT (-38.21650757 145.03683648)
VMFEAT_POLICE_STATION.59914098,140930,140930,,emergency facility,police station,,MORTLAKE POLICE STATION,Mortlake Police Station,,,107,WMK,2021-04-20T00:00:00,54286085,17792,10,,,VIC,2009-05-21T02:07:19,,2021-04-22T07:42:15,1888102,POINT (-38.08161942 142.80814218)
VMFEAT_POLICE_STATION.59914100,140961,140961,,emergency facility,police station,,MOUNT BEAUTY POLICE STATION,Mount Beauty Police Station,,,107,EBY,2021-04-20T00:00:00,131874824,17933,10,,,VIC,2009-05-21T02:07:19,,2021-04-22T07:42:16,1888103,POINT (-36.74397448 147.17137473)
VMFEAT_POLICE_STATION.59914111,141289,141289,,emergency facility,police station,,NARRE WARREN POLICE STATION,Narre Warren Police Station,,,107,SNW,2021-04-20T00:00:00,50937797,-1384122,11,,,VIC,2009-05-21T02:07:23,,2021-04-22T07:42:16,1888114,POINT (-38.02598224 145.31117644)
VMFEAT_POLICE_STATION.59914101,140965,140965,,emergency facility,police station,,MOUNT BULLER POLICE STATION,Mount Buller Police Station,,,107,EMR,2021-04-20T00:00:00,136021278,-1384121,11,,,VIC,2009-05-21T02:07:19,,2021-04-22T07:42:16,1888104,POINT (-37.14633099 146.45140814)
VMFEAT_POLICE_STATION.59914102,140984,140984,,emergency facility,police station,,MOUNT EVELYN POLICE STATION,Mount Evelyn Police Station,,,107,EME,2021-04-20T00:00:00,150256729,18184,10,,,VIC,2009-05-21T02:07:19,,2021-04-22T07:42:16,1888105,POINT (-37.78714537 145.38054764)
VMFEAT_POLICE_STATION.59914103,140993,140993,,emergency facility,police station,,MOUNT HOTHAM POLICE STATION,Mount Hotham Police Station,,,107,EMZ,2021-04-20T00:00:00,125399566,-1384104,11,,,VIC,2009-05-21T02:07:19,,2021-04-22T07:42:16,1888106,POINT (-36.99206968 147.14979973)
VMFEAT_POLICE_STATION.59914104,141028,141028,,emergency facility,police station,,MOUNT WAVERLEY POLICE STATION,Mount Waverley Police Station,,,107,EMW,2021-04-20T00:00:00,50641633,-1384103,11,,,VIC,2009-05-21T02:07:19,,2021-04-22T07:42:16,1888107,POINT (-37.88045769 145.1283434)
VMFEAT_POLICE_STATION.59914105,141060,141060,,emergency facility,police station,,MOYHU POLICE STATION,Moyhu Police Station,,,107,EMY,2021-04-20T00:00:00,134168723,18821,10,,,VIC,2009-05-21T02:07:19,,2021-04-22T07:42:16,1888108,POINT (-36.57816507 146.37517039)
VMFEAT_POLICE_STATION.59914112,141299,141299,,emergency facility,police station,,NATHALIA POLICE STATION,Nathalia Police Station,,,107,ENT,2021-04-20T00:00:00,53167080,19438,10,,,VIC,2009-05-21T02:07:23,,2021-04-22T07:42:16,1888115,POINT (-36.05975288 145.20341937)
VMFEAT_POLICE_STATION.59914106,141130,141130,,emergency facility,police station,,MURCHISON POLICE STATION,Murchison Police Station,,,107,EMH,2021-04-20T00:00:00,126272506,18960,10,,,VIC,2009-05-21T02:07:20,,2021-04-22T07:42:16,1888109,POINT (-36.6181339 145.21590666)
VMFEAT_POLICE_STATION.59914113,141303,141303,,emergency facility,police station,,NATIMUK POLICE STATION,Natimuk Police Station,,,107,WNA,2021-04-20T00:00:00,134144862,19450,10,,,VIC,2009-05-21T02:07:23,,2021-04-22T07:42:16,1888116,POINT (-36.73973367 141.9470446)
VMFEAT_POLICE_STATION.59914107,141156,141156,,emergency facility,police station,,MURRAYVILLE POLICE STATION,Murrayville Police Station,,,107,WMV,2021-04-20T00:00:00,129686368,19052,10,,,VIC,2009-05-21T02:07:20,,2021-04-22T07:42:16,1888110,POINT (-35.26410083 141.18265246)
VMFEAT_POLICE_STATION.59914108,141174,141174,,emergency facility,police station,,MURTOA POLICE STATION,Murtoa Police Station,,,107,WMR,2021-04-20T00:00:00,134186844,19098,10,,,VIC,2009-05-21T02:07:20,,2021-04-22T07:42:16,1888111,POINT (-36.6167259 142.46987543)
VMFEAT_POLICE_STATION.59914109,141204,141204,,emergency facility,police station,,MYRTLEFORD POLICE STATION,Myrtleford Police Station,,,107,EMD,2021-04-20T00:00:00,125090897,19208,10,,,VIC,2009-05-21T02:07:21,,2021-04-22T07:42:16,1888112,POINT (-36.56050574 146.72675503)
VMFEAT_POLICE_STATION.59914114,141331,141331,,emergency facility,police station,,NEERIM SOUTH POLICE STATION,Neerim South Police Station,,,107,ENS,2021-04-20T00:00:00,51841523,19522,10,,,VIC,2009-05-21T02:07:23,,2021-04-22T07:42:16,1888117,POINT (-38.0183077 145.95425843)
VMFEAT_POLICE_STATION.59914115,141393,141393,,emergency facility,police station,,NEWSTEAD POLICE STATION,Newstead Police Station,,,107,WNE,2021-04-20T00:00:00,53766195,19726,10,,,VIC,2009-05-21T02:07:23,,2021-04-22T07:42:16,1888118,POINT (-37.10553993 144.06380736)
VMFEAT_POLICE_STATION.59914116,141401,141401,,emergency facility,police station,,NHILL POLICE STATION,Nhill Police Station,,,107,WNL,2021-04-20T00:00:00,126313542,19759,10,,,VIC,2009-05-21T02:07:23,,2021-04-22T07:42:16,1888119,POINT (-36.33319494 141.65594547)
VMFEAT_POLICE_STATION.59914110,141217,141217,,emergency facility,police station,,NAGAMBIE POLICE STATION,Nagambie Police Station,,,107,ENI,2021-04-20T00:00:00,127523972,19244,10,,,VIC,2009-05-21T02:07:21,,2021-04-22T07:42:16,1888113,POINT (-36.78759829 145.15441115)
VMFEAT_POLICE_STATION.59914117,141488,141488,71753,emergency facility,police station,,NORTHCOTE POLICE STATION,Northcote Police Station,NORTHCOTE SHOPPING PLAZA,,107,NNC,2021-04-20T00:00:00,218964621,20072,10,,,VIC,2009-05-21T02:07:24,,2021-04-22T07:42:16,1888120,POINT (-37.76612345 145.00214674)
VMFEAT_POLICE_STATION.59914118,141517,141517,,emergency facility,police station,,NUMURKAH POLICE STATION,Numurkah Police Station,,,107,ENM,2021-04-20T00:00:00,54369549,20185,10,,,VIC,2009-05-21T02:07:24,,2021-04-22T07:42:16,1888121,POINT (-36.08853487 145.4443592)
VMFEAT_POLICE_STATION.59914119,141542,141542,,emergency facility,police station,,NYAH POLICE STATION,Nyah Police Station,,,107,WNY,2021-04-20T00:00:00,54522274,-1384108,11,,,VIC,2009-05-21T02:07:24,,2021-04-22T07:42:16,1888122,POINT (-35.17186532 143.37810886)
VMFEAT_POLICE_STATION.59914120,141572,141572,,emergency facility,police station,,OAKLEIGH POLICE STATION,Oakleigh Police Station,,,107,EOL,2021-04-20T00:00:00,52174251,20330,10,,,VIC,2009-05-21T02:07:25,,2021-04-22T07:42:16,1888123,POINT (-37.89828821 145.08774722)
VMFEAT_POLICE_STATION.59914121,141642,141642,,emergency facility,police station,,OLINDA POLICE STATION,Olinda Police Station,,,107,EOD,2021-04-20T00:00:00,207947081,20440,10,,,VIC,2009-05-21T02:07:25,,2021-04-22T07:42:16,1888124,POINT (-37.85610746 145.36504042)
VMFEAT_POLICE_STATION.59914122,141657,141657,,emergency facility,police station,,OMEO POLICE STATION,Omeo Police Station,,,107,EOM,2021-04-20T00:00:00,54401634,20469,10,,,VIC,2009-05-21T02:07:25,,2021-04-22T07:42:16,1888125,POINT (-37.102038 147.59233653)
VMFEAT_POLICE_STATION.59914123,141678,141678,,emergency facility,police station,,ORBOST POLICE STATION,Orbost Police Station,,,107,EOB,2021-04-20T00:00:00,52115363,20532,10,,,VIC,2009-05-21T02:07:25,,2021-04-22T07:42:16,1888126,POINT (-37.70665077 148.45599732)
VMFEAT_POLICE_STATION.59914124,141735,141735,,emergency facility,police station,,OUYEN POLICE STATION,Ouyen Police Station,,,107,WOY,2021-04-20T00:00:00,134155082,20607,10,,,VIC,2009-05-21T02:07:26,,2021-04-22T07:42:16,1888127,POINT (-35.0698675 142.31518154)
VMFEAT_POLICE_STATION.59914125,141763,141763,,emergency facility,police station,,PAKENHAM POLICE STATION,Pakenham Police Station,,,107,SPK,2021-04-20T00:00:00,150312497,-1384139,11,,,VIC,2009-05-21T02:07:26,,2021-04-22T07:42:16,1888128,POINT (-38.06182979 145.45345701)
VMFEAT_POLICE_STATION.59914126,141900,141900,,emergency facility,police station,,PENSHURST POLICE STATION,Penshurst Police Station,,,107,WPT,2021-04-20T00:00:00,130522738,21020,10,,,VIC,2009-05-21T02:07:26,,2021-04-22T07:42:16,1888129,POINT (-37.87464626 142.28978761)
VMFEAT_POLICE_STATION.59914127,141939,141939,,emergency facility,police station,,PIANGIL POLICE STATION,Piangil Police Station,,,107,WPG,2021-04-20T00:00:00,134166620,21158,10,,,VIC,2009-05-21T02:07:27,,2021-04-22T07:42:16,1888130,POINT (-35.05398325 143.31370157)
VMFEAT_POLICE_STATION.59914128,142048,142048,,emergency facility,police station,,PORT CAMPBELL POLICE STATION,Port Campbell Police Station,,,107,WPC,2021-04-20T00:00:00,52174511,21638,10,,,VIC,2009-05-21T02:07:27,,2021-04-22T07:42:16,1888131,POINT (-38.6178126 142.99802397)
VMFEAT_POLICE_STATION.59914129,142051,142051,,emergency facility,police station,,PORT FAIRY POLICE STATION,Port Fairy Police Station,,,107,WPF,2021-04-20T00:00:00,53358618,21647,10,,,VIC,2009-05-21T02:07:27,,2021-04-22T07:42:16,1888132,POINT (-38.38766562 142.23935111)
VMFEAT_POLICE_STATION.59914144,142330,142330,,emergency facility,police station,,RIDDELLS CREEK POLICE STATION,Riddells Creek Police Station,,,107,WRD,2021-04-20T00:00:00,53162611,22597,10,,,VIC,2009-05-21T02:07:29,,2021-04-22T07:42:16,1888147,POINT (-37.4619603 144.67857413)
VMFEAT_POLICE_STATION.59914145,142337,142337,,emergency facility,police station,,RINGWOOD POLICE STATION,Ringwood Police Station,,,107,ERW,2021-04-20T00:00:00,51102757,22645,10,,,VIC,2009-05-21T02:07:29,,2021-04-22T07:42:16,1888148,POINT (-37.81313539 145.22713634)
VMFEAT_POLICE_STATION.59914146,142415,142415,,emergency facility,police station,,ROBINVALE POLICE STATION,Robinvale Police Station,,,107,WRN,2021-04-20T00:00:00,129517012,22765,10,,,VIC,2009-05-21T02:07:30,,2021-04-22T07:42:16,1888149,POINT (-34.5855353 142.77061632)
