,SA2 code,2017 Population,2018 Population,2019 Population,2020 Population,2021 Population,2022 Population,2026 Population,2031 Population,2036 Population,2023 Population,2024 Population,2025 Population,SA2 name
0,201011001,12639,13520,14408,15472,16823,16623.337207031203,21796.399999999907,26956.399999999907,32116.399999999907,17329.283789062407,18035.23037109361,18741.176953124814,Alfredton
1,201011002,12261,12237,12311,12183,12076,12366.05320046164,11916.800000000003,11704.800000000003,11492.800000000003,12413.87434156012,12461.695482658615,12509.516623757096,Ballarat
2,201011005,7407,7413,7452,7369,7232,7749.16896750711,7098.800000000003,6901.800000000003,6704.800000000003,7860.948493726319,7972.728019945556,8084.507546164765,Buninyong
3,201011006,7617,8174,8876,9736,10640,10722.789137961576,14334.199999999953,18138.199999999953,21942.199999999953,11318.066431403859,11913.343724846141,12508.621018288424,Delacombe
4,201011007,4002,4040,4109,4148,4213,4176.433098810368,4473.399999999994,4738.399999999994,5003.399999999994,4203.091835345644,4229.750571880919,4256.409308416194,Smythes Creek
5,201011008,14933,15056,15160,15242,15314,15572.18908913352,15804.600000000006,16278.600000000006,16752.600000000006,15715.12325106532,15858.05741299718,16000.99157492898,Wendouree - Miners Rest
6,201011481,9462,9530,9623,9639,9656,9731.100000000006,9929.900000000009,10178.400000000009,10426.900000000009,9780.800000000003,9830.5,9880.199999999997,Ballarat East - Warrenheip
7,201011482,14374,14501,14612,14660,14692,14806.299999999988,15124.299999999988,15521.799999999988,15919.299999999988,14885.799999999988,14965.299999999988,15044.799999999988,Ballarat North - Invermay
8,201011483,11759,11994,12128,12179,12207,12377.700000000012,12810.099999999977,13350.599999999977,13891.099999999977,12485.799999999988,12593.899999999994,12702.0,Canadian - Mount Clear
9,201011484,13224,13271,13278,13216,13062,13096.5,12944.899999999994,12755.399999999994,12565.899999999994,13058.600000000006,13020.699999999997,12982.800000000003,Sebastopol - Redan
10,201021009,6093,6217,6344,6457,6533,6499.281802645593,7112.799999999988,7672.799999999988,8232.799999999988,6560.625753876651,6621.969705107709,6683.313656338782,Bacchus Marsh Surrounds
11,201021010,7910,7954,7981,8016,8036,8167.127907492904,8199.199999999997,8356.199999999997,8513.199999999997,8227.023674242431,8286.919440991958,8346.815207741485,Creswick - Clunes
12,201021011,9238,9380,9536,9713,9870,9670.369686612219,10665.299999999988,11463.799999999988,12262.299999999988,9720.979267282193,9771.588847952182,9822.198428622156,Daylesford
13,201021012,5866,5990,6114,6236,6337,6182.777630060373,6940.200000000012,7534.200000000012,8128.200000000012,6214.394301165958,6246.010972271542,6277.6276433771345,Gordon (Vic.)
14,201031013,3349,3389,3417,3440,3498,3416.0448353160514,3662.9000000000087,3837.4000000000087,4011.9000000000087,3417.9106156782673,3419.776396040483,3421.642176402699,Avoca
15,201031014,4483,4444,4536,4598,4618,4562.1989457563905,4832.600000000006,5044.600000000006,5256.600000000006,4574.506907700048,4586.814869643702,4599.122831587356,Beaufort
16,201031015,4609,4688,4778,4824,4868,4924.065762606537,5211.200000000012,5538.200000000012,5865.200000000012,4980.020089814148,5035.974417021775,5091.928744229401,Golden Plains - North
17,201031016,8057,8132,8146,8115,8116,8208.821861683238,8183.9000000000015,8234.400000000001,8284.900000000001,8240.013455847533,8271.205050011835,8302.396644176137,Maryborough (Vic.)
18,201031017,5342,5392,5394,5373,5475,5445.721213600853,5568.0999999999985,5691.5999999999985,5815.0999999999985,5463.15226976799,5480.583325935135,5498.014382102272,Maryborough Surrounds
19,202011018,14836,14927,15055,15063,14951,15153.245148259943,15222.599999999999,15405.599999999999,15588.599999999999,15219.358652935596,15285.47215761125,15351.585662286932,Bendigo
20,202011019,12295,12454,12613,12775,12923,13399.607519531273,13715.899999999965,14504.399999999965,15292.899999999965,13642.134635416674,13884.661751302134,14127.188867187535,California Gully - Eaglehawk
21,202011020,13801,13825,13881,13785,13925,13943.732040127841,13989.0,14093.0,14197.0,13978.115188506155,14012.49833688447,14046.881485262784,East Bendigo - Kennington
22,202011021,9501,9518,9538,9562,9420,9768.395680930407,9425.199999999993,9366.199999999993,9307.199999999993,9847.368791429937,9926.341901929467,10005.315012428997,Flora Hill - Spring Gully
23,202011022,20180,20422,20690,20900,21060,21326.30062144884,22217.00000000006,23336.00000000006,24455.00000000006,21550.484972774633,21774.669324100367,21998.85367542616,Kangaroo Flat - Golden Square
24,202011023,5248,5317,5358,5455,5500,6106.85177778767,5825.000000000015,6146.000000000015,6467.000000000015,6354.106557765161,6601.361337742652,6848.616117720201,Maiden Gully
25,202011024,9120,9475,9889,10296,10676,11197.763742897776,12644.29999999993,14610.79999999993,16577.29999999993,11636.868024976342,12075.972307054908,12515.07658913359,Strathfieldsaye
26,202011025,12471,12983,13561,14014,14444,15164.814657315379,16978.5,19467.0,21955.5,15703.997789417626,16243.180921519874,16782.36405362212,White Hills - Ascot
27,202021026,7576,7789,7915,8143,8306,8524.418084161938,9215.599999999977,10122.599999999977,11029.599999999977,8714.07450136129,8903.730918560585,9093.387335759937,Bendigo Surrounds - South
28,202021027,10882,11004,11131,11257,11285,11421.765474076703,11853.100000000006,12382.600000000006,12912.100000000006,11520.180857895379,11618.596241714025,11717.011625532672,Castlemaine
29,202021028,8695,8774,8848,8960,9145,8964.960968572443,9644.599999999977,10187.599999999977,10730.599999999977,8997.060475852275,9029.1599831321,9061.259490411932,Castlemaine Surrounds
30,202021029,4605,4690,4783,4893,5023,4892.482182173291,5526.100000000006,6045.600000000006,6565.100000000006,4928.360719253076,4964.239256332861,5000.117793412632,Heathcote
31,202021030,9918,10060,10206,10353,10494,10581.921311257116,11217.700000000012,11940.200000000012,12662.700000000012,10707.90777107008,10833.894230883045,10959.880690696038,Kyneton
32,202021031,7218,7399,7584,7699,7908,7855.680792791187,8737.599999999977,9577.599999999977,10417.599999999977,7955.645713482489,8055.610634173761,8155.575554865063,Woodend
33,202031032,4507,4610,4705,4790,4906,4744.5931152343765,5388.200000000012,5877.200000000012,6366.200000000012,4762.530468750003,4780.467822265629,4798.405175781256,Bendigo Surrounds - North
34,202031033,7106,7130,7156,7178,7230,7080.4504106001405,7367.200000000004,7515.200000000004,7663.200000000004,7058.894277491716,7037.338144383291,7015.7820112748595,Loddon
35,203011034,6877,7122,7352,7594,7733,8353.617977627902,8864.399999999965,9956.399999999965,11048.399999999965,8688.2417998343,9022.865622040816,9357.489444247214,Bannockburn
36,203011035,7112,7317,7539,7756,8065,7920.505712890648,9199.299999999988,10371.799999999988,11544.299999999988,8050.3425618489855,8180.179410807323,8310.01625976566,Golden Plains - South
37,203011036,5886,5989,6144,6347,6582,6288.676453746448,7414.599999999977,8289.599999999977,9164.599999999977,6331.643616092566,6374.610778438684,6417.577940784802,Winchelsea
38,203021037,14591,14741,14956,15070,14994,15170.962029474438,15664.899999999994,16232.399999999994,16799.899999999994,15273.35680930398,15375.75158913352,15478.146368963091,Belmont
39,203021039,13199,13323,13419,13471,13477,13942.227166193188,13870.60000000002,14222.60000000002,14574.60000000002,14118.979612038354,14295.73205788352,14472.484503728687,Geelong
40,203021040,20219,20491,20781,21107,21244,21733.48833451711,22634.600000000093,23967.600000000093,25300.600000000093,22075.797381036915,22418.106427556835,22760.415474076755,Geelong West - Hamlyn Heights
41,203021042,23062,23440,23776,23815,24079,24682.852716619265,25320.70000000001,26525.20000000001,27729.70000000001,25011.7134380918,25340.574159564334,25669.43488103687,Highton
42,203021043,19141,19759,20258,20540,20850,21873.19126420468,23048.899999999907,25148.399999999907,27247.899999999907,22438.34223780781,23003.493211411173,23568.644185014302,Lara
43,203021044,13352,13398,13302,13255,13213,14227.952166193281,13009.300000000003,12798.800000000003,12588.300000000003,14504.113287168555,14780.274408143945,15056.435529119335,Leopold
44,203021045,15002,15141,15396,15451,15402,15617.97330433238,16055.399999999994,16610.399999999994,17165.399999999994,15730.72238399621,15843.47146366004,15956.22054332387,Newcomb - Moolap
45,203021046,10551,10598,10612,10539,10406,10947.812273615069,10296.899999999994,10122.399999999994,9947.899999999994,11069.872401751898,11191.932529888727,11313.992658025585,Newtown (Vic.)
46,203021047,15299,15471,15834,15824,15739,16228.774076704576,16496.5,17113.0,17729.5,16441.00607244321,16653.238068181847,16865.470063920482,North Geelong - Bell Park
47,203021485,4765,6031,7348,8809,10315,11617.0,17168.200000000186,24107.200000000186,31046.200000000186,13004.799999999814,14392.600000000093,15780.399999999907,Charlemont
48,203021486,18316,18444,18541,18563,18359,18506.1,18588.1,18690.6,18793.1,18526.6,18547.1,18567.6,Corio - Lovely Banks
49,203021487,21112,22082,22863,23845,24796,25678.90000000014,29331.300000000047,33896.80000000005,38462.30000000005,26592.000000000233,27505.100000000093,28418.200000000186,Grovedale - Mount Duneed
50,203021488,8992,9016,9050,9057,9039,9071.3,9125.3,9192.8,9260.3,9084.8,9098.3,9111.8,Norlane
51,203031048,14141,14747,15556,16111,16716,16554.148135653464,20014.0,23271.0,26528.0,16908.41282256157,17262.67750946968,17616.942196377902,Clifton Springs
52,203031049,5379,5519,5671,5882,6189,5748.649050071021,7116.100000000035,8107.600000000035,9099.100000000035,5769.042114997632,5789.435179924243,5809.828244850847,Lorne - Anglesea
53,203031051,7770,8082,8403,8866,9450,8882.859827769862,11414.999999999884,13486.999999999884,15558.999999999884,9026.155994022207,9169.45216027461,9312.748326526955,Portarlington
54,203031052,4415,4587,4773,5114,5456,4944.081649502841,6695.29999999993,7999.79999999993,9304.29999999993,4982.918451852514,5021.755254202188,5060.592056551846,Point Lonsdale - Queenscliff
55,203031053,20033,20972,22116,23299,24617,24012.985644531203,30253.899999999907,36001.39999999991,41748.89999999991,24628.218359374907,25243.45107421861,25858.683789062314,Torquay
56,203031489,8657,9328,10006,10683,11314,11998.30000000028,14665.90000000014,18000.40000000014,21334.90000000014,12665.200000000186,13332.100000000093,13999.000000000233,Barwon Heads - Armstrong Creek
57,203031490,16804,17413,18094,18733,19384,20029.600000000093,22621.600000000093,25861.600000000093,29101.600000000093,20677.600000000093,21325.600000000093,21973.600000000093,Ocean Grove
58,204011054,6546,6640,6678,6679,6768,6837.64595614346,7000.299999999988,7241.799999999988,7483.299999999988,6892.605984404596,6947.566012665717,7002.526040926852,Alexandra
59,204011055,6426,6542,6652,6766,6864,6671.631369850853,7420.0,7970.0,8520.0,6685.412808504974,6699.194247159092,6712.975685813213,Euroa
60,204011056,14385,14678,15090,15304,15517,16313.512171519804,17017.800000000047,18462.800000000047,19907.800000000047,16739.567533735768,17165.622895951616,17591.67825816758,Kilmore - Broadford
61,204011057,9162,9429,9705,10095,10454,10010.470703125,12044.0,13669.0,15294.0,10105.820638020814,10201.170572916657,10296.5205078125,Mansfield (Vic.)
62,204011058,4104,4186,4246,4380,4507,4446.410051935367,4984.600000000006,5484.600000000006,5984.600000000006,4500.955165423773,4555.500278912179,4610.045392400571,Nagambie
63,204011059,6430,6472,6508,6528,6545,6526.468339399857,6696.800000000003,6839.800000000003,6982.800000000003,6538.0206150864105,6549.5728907729645,6561.125166459518,Seymour
64,204011060,4553,4594,4601,4601,4632,4601.0165704900555,4711.700000000001,4794.200000000001,4876.700000000001,4605.644113991477,4610.271657492896,4614.899200994318,Seymour Surrounds
65,204011061,193,206,215,224,240,215.29675875577072,293.99999999999636,349.99999999999636,405.99999999999636,216.10560929269514,216.91445982961955,217.72331036654396,Upper Yarra Valley
66,204011062,3696,3800,3903,4013,4142,3985.582589444246,4684.299999999988,5236.799999999988,5789.299999999988,4015.9915394176132,4046.4004893909732,4076.8094393643405,Yea
67,204021063,10478,10544,10607,10682,10750,10656.010076349427,11089.599999999991,11430.599999999991,11771.599999999991,10675.993674538346,10695.977272727272,10715.960870916191,Benalla
68,204021064,3634,3673,3683,3746,3752,3708.8104880593046,3913.899999999994,4068.399999999994,4222.899999999994,3713.547770922113,3718.28505378492,3723.0223366477285,Benalla Surrounds
69,204021065,3932,3972,4007,4021,4019,4053.424698153409,4146.299999999996,4257.799999999996,4369.299999999996,4073.101974579782,4092.7792510061554,4112.456527432529,Rutherglen
70,204021066,19183,19453,19600,19683,19877,20000.140696022718,20691.800000000047,21500.800000000047,22309.800000000047,20147.60060961172,20295.06052320078,20442.520436789782,Wangaratta
71,204021067,9753,9788,9803,9785,9863,9853.747838245741,9950.300000000003,10058.800000000003,10167.300000000003,9872.298514441289,9890.849190636836,9909.399866832391,Wangaratta Surrounds
72,204031068,4733,4797,4868,4930,4954,4999.00483176492,5258.899999999994,5546.399999999994,5833.899999999994,5047.33494392164,5095.66505607836,5143.995168235095,Beechworth
73,204031069,8394,8518,8583,8720,8848,8704.698837002841,9389.600000000006,9944.600000000006,10499.600000000006,8739.340367542609,8773.981898082391,8808.623428622159,Bright - Mount Beauty
74,204031070,3115,3116,3146,3162,3158,3159.5230568625702,3231.7999999999993,3297.7999999999993,3363.7999999999993,3166.6852368903874,3173.8474169182045,3181.0095969460235,Chiltern - Indigo Valley
75,204031071,4736,4730,4730,4726,4716,4749.58065518466,4696.799999999999,4674.799999999999,4652.799999999999,4756.171172170929,4762.761689157198,4769.352206143467,Myrtleford
76,204031072,6041,6072,6109,6132,6153,6113.933027787643,6300.199999999997,6442.199999999997,6584.199999999997,6120.161188299007,6126.3893488103695,6132.617509321733,Towong
77,204031073,15197,15234,15285,15337,15357,15718.427259410499,15578.099999999991,15789.599999999991,16001.099999999991,15856.421472537855,15994.415685665212,16132.409898792626,West Wodonga
78,204031075,4660,4773,4900,5043,5187,4967.659093128546,5839.399999999965,6501.399999999965,7163.399999999965,4994.909028764203,5022.158964399852,5049.408900035509,Yackandandah
79,204031491,10059,10734,11356,12023,12782,13411.300000000047,16105.300000000047,19472.800000000047,22840.300000000047,14084.800000000047,14758.300000000047,15431.800000000047,Baranduda - Leneva
80,204031492,15557,15531,15387,15228,15044,14950.70000000007,14419.100000000035,13754.600000000035,13090.100000000035,14817.800000000047,14684.900000000023,14552.000000000058,Wodonga
81,205011076,17107,17762,18422,19164,19790,20378.124325284036,23186.59999999986,26570.59999999986,29954.59999999986,21023.048440459417,21667.972555634566,22312.896670809714,Drouin
82,205011077,6168,6253,6349,6423,6539,6340.309284002131,6984.799999999988,7440.799999999988,7896.799999999988,6345.644069602273,6350.978855202415,6356.313640802557,Mount Baw Baw Region
83,205011078,7980,8052,8098,8153,8313,8533.824995561037,8656.100000000006,9039.600000000006,9423.100000000006,8670.712091619265,8807.599187677552,8944.48628373578,Trafalgar (Vic.)
84,205011079,19753,20478,21251,22055,23080,22726.019451349508,27085.09999999986,31200.59999999986,35316.09999999986,23222.453098366503,23718.886745383614,24215.32039240061,Warragul
85,205021080,3,3,3,3,0,1.7727273605468667,-1.7999999999999545,-4.7999999999999545,-7.7999999999999545,1.5909092083247174,1.4090910561026249,1.2272729038805323,Alps - East
86,205021081,15162,15391,15528,15538,15648,16240.405584161927,16236.700000000012,16796.20000000001,17355.70000000001,16492.410585345642,16744.4155865293,16996.420587713015,Bairnsdale
87,205021082,7960,8007,8048,8111,8238,8234.010196200281,8534.800000000003,8864.800000000003,9194.800000000003,8288.847718394885,8343.68524058949,8398.52276278408,Bruthen - Omeo
88,205021083,0,0,0,0,0,5.295015291347652e-08,0.0,0.0,0.0,6.640112136739975e-08,7.985208982132298e-08,9.330305827524621e-08,Lake King
89,205021084,10207,10414,10634,10855,11091,10911.16593572442,12186.5,13291.0,14395.5,11012.290582090442,11113.415228456433,11214.539874822454,Lakes Entrance
90,205021085,6503,6527,6561,6608,6690,6485.772325550424,6896.300000000003,7123.800000000003,7351.300000000003,6461.6350460168105,6437.4977664831895,6413.360486949576,Orbost
91,205021086,6451,6592,6730,6783,6897,7075.308125443873,7448.700000000012,7990.200000000012,8531.700000000012,7201.054572088062,7326.801018732222,7452.54746537641,Paynesville
92,205031087,8969,9021,9114,9276,9377,9233.841805752832,9901.099999999977,10436.599999999977,10972.099999999977,9266.303306995731,9298.76480823863,9331.226309481528,Foster
93,205031088,119,124,128,133,138,116.53473555824985,161.29999999999927,184.79999999999927,208.29999999999927,113.34750775423981,110.16027995022887,106.97305214621792,French Island
94,205031089,9342,9442,9581,9742,9783,9866.301012073847,10405.399999999994,10996.399999999994,11587.399999999994,9964.397537878773,10062.494063683698,10160.590589488624,Korumburra
95,205031090,11230,11317,11402,11417,11434,11708.087304687506,11715.599999999991,11969.599999999991,12223.599999999991,11820.278857421887,11932.470410156267,12044.661962890648,Leongatha
96,205031091,11275,11888,12452,13047,13724,12919.996914950316,16717.100000000093,19745.600000000093,22774.100000000093,13101.445016572019,13282.893118193664,13464.341219815367,Phillip Island
97,205031092,13,14,14,15,15,10.304545459775682,17.700000000000045,20.200000000000045,22.700000000000045,9.351515157043877,8.3984848543123,7.445454551580497,Wilsons Promontory
98,205031093,23270,23966,24739,25631,26723,26149.64412286936,30865.5,35151.0,39436.5,26604.85956439399,27060.07500591851,27515.29044744314,Wonthaggi - Inverloch
99,205041094,11607,11632,11679,11763,11855,11798.111150568177,12146.100000000006,12459.600000000006,12773.100000000006,11831.275250059174,11864.439349550186,11897.603449041184,Churchill
100,205041095,16906,16985,17075,17173,17263,17146.693883167616,17711.79999999999,18162.79999999999,18613.79999999999,17178.407726680874,17210.121570194126,17241.835413707384,Moe - Newborough
101,205041096,14042,14094,14157,14258,14393,14232.422310014204,14794.99999999997,15227.99999999997,15660.99999999997,14253.924624171399,14275.426938328594,14296.929252485796,Morwell
102,205041098,4637,4622,4626,4649,4691,4688.47355513139,4739.5,4807.0,4874.5,4702.838068181816,4717.202581232243,4731.567094282669,Yallourn North - Glengarry
103,205041493,11690,11769,11848,11907,11966,12043.0,12319.0,12664.0,13009.0,12112.0,12181.0,12250.0,Traralgon - East
104,205041494,16015,16259,16489,16679,16769,17020.600000000035,17791.800000000047,18755.800000000047,19719.800000000047,17213.40000000008,17406.20000000007,17599.00000000006,Traralgon - West
105,205051099,24,24,23,23,23,17.031818274681882,21.299999999999955,19.799999999999955,18.299999999999955,15.427272842848197,13.822727411014057,12.218181979180372,Alps - West
106,205051100,4446,4522,4655,4777,4901,4703.734443803267,5475.700000000012,6058.200000000012,6640.700000000012,4727.260195460462,4750.785947117656,4774.311698774858,Longford - Loch Sport
107,205051101,14125,14244,14400,14574,14693,14676.62426313918,15433.400000000023,16166.400000000023,16899.400000000023,14771.847654770361,14867.071046401514,14962.294438032666,Maffra
108,205051102,4853,4895,4913,4861,4909,4953.042950994313,4940.800000000001,4979.800000000001,5018.800000000001,4974.949660422586,4996.8563698508515,5018.763079279117,Rosedale
109,205051103,14906,14974,15057,15148,15259,15398.833172052546,15684.799999999988,16124.799999999988,16564.79999999999,15507.516412168567,15616.199652284558,15724.88289240058,Sale
110,205051104,5401,5433,5469,5538,5556,5507.1208207563905,5769.899999999994,5977.399999999994,6184.899999999994,5518.650706528173,5530.180592299952,5541.710478071731,Yarram
111,206011106,12149,12382,12588,13045,12963,13957.065127840964,14229.100000000035,15374.600000000035,16520.100000000035,14362.951885061571,14768.838642282179,15174.725399502902,Brunswick East
112,206011107,14549,14685,14840,14991,14499,15560.835795454506,14857.000000000004,14960.000000000004,15063.000000000004,15807.162713068188,16053.489630681812,16299.816548295435,Brunswick West
113,206011109,10693,10825,10861,10819,10461,11207.728724254237,10402.800000000003,10167.800000000003,9932.800000000003,11352.201485558704,11496.674246863171,11641.14700816758,Pascoe Vale South
114,206011495,13725,13923,14016,14116,13091,13451.700000000012,13021.700000000012,12484.200000000012,11946.700000000012,13344.200000000012,13236.700000000012,13129.200000000012,Brunswick - North
115,206011496,13979,14192,14326,14221,13215,13536.899999999965,12937.299999999988,12187.799999999988,11438.299999999988,13386.999999999942,13237.099999999977,13087.199999999953,Brunswick - South
116,206011497,13325,13368,13382,13245,12672,12769.70000000007,12198.100000000035,11483.600000000035,10769.100000000035,12626.800000000047,12483.900000000023,12341.000000000058,Coburg - East
117,206011498,14623,14688,14615,14505,14187,14207.100000000006,13785.100000000006,13257.600000000006,12730.100000000006,14101.600000000006,13996.100000000006,13890.600000000006,Coburg - West
118,206021110,9470,9409,9459,9527,9072,9899.774449573888,8912.799999999988,8573.799999999988,8234.799999999988,10053.050548946543,10206.32664831914,10359.602747691795,Alphington - Fairfield
119,206021112,19711,19699,19708,19763,19152,20493.727982954588,18868.79999999999,18341.79999999999,17814.79999999999,20758.860825047363,21023.993667140137,21289.126509232912,Thornbury
120,206021499,16000,16077,16150,16162,15230,15487.299999999988,14905.299999999988,14177.799999999988,13450.299999999988,15341.799999999988,15196.299999999988,15050.799999999988,Northcote - East
121,206021500,10630,10808,10861,10874,10427,10618.0,10482.0,10312.0,10142.0,10584.0,10550.0,10516.0,Northcote - West
122,206031113,15676,15740,15758,15762,15351,16752.327405894874,15217.800000000017,14903.800000000017,14589.800000000017,17086.75920040242,17421.19099491008,17755.622789417626,Ascot Vale
123,206031115,10663,10650,10454,10263,9190,11197.109517045435,7910.900000000023,6244.400000000023,4577.900000000023,11466.470343572437,11735.831170099438,12005.19199662644,Flemington
124,206031116,15489,15768,16081,16621,16406,17921.96742720157,17953.900000000023,19297.400000000023,20640.900000000023,18491.704962712945,19061.44249822432,19631.180033735698,Moonee Ponds
125,206031501,16826,16924,16960,16901,16180,16363.700000000012,15837.700000000012,15180.200000000012,14522.700000000012,16232.200000000012,16100.700000000012,15969.200000000012,Essendon (West) - Aberfeldie
126,206031502,12501,12601,12684,12744,12313,12498.700000000004,12405.5,12289.0,12172.5,12475.400000000001,12452.099999999999,12428.800000000003,Essendon - East
127,206041117,20669,20869,21088,20943,17198,22380.686780894874,15345.800000000047,11911.800000000047,8477.800000000047,22982.112716027303,23583.538651159965,24184.964586292626,Carlton
128,206041118,13923,15439,16375,16678,15942,18659.680300070904,19365.300000000047,22003.800000000047,24642.300000000047,19519.09753491939,20378.514769767877,21237.932004616363,Docklands
129,206041119,5495,5409,5413,5378,4962,5748.581449751422,4563.5,4015.0,3466.5,5864.590097508306,5980.598745265161,6096.6073930220155,East Melbourne
