,postcodes,SA2_names
860,3304,Glenelg (Vic.)
861,3304,Glenelg (Vic.)
862,3304,Glenelg (Vic.)
863,3304,Glenelg (Vic.)
864,3304,Glenelg (Vic.)
865,3304,Glenelg (Vic.)
866,3304,Glenelg (Vic.)
867,3304,Glenelg (Vic.)
868,3304,Glenelg (Vic.)
869,3304,Glenelg (Vic.)
870,3304,Glenelg (Vic.)
871,3305,Glenelg (Vic.)
872,3305,Glenelg (Vic.)
873,3305,Glenelg (Vic.)
874,3305,Glenelg (Vic.)
875,3305,Glenelg (Vic.)
876,3305,Glenelg (Vic.)
877,3305,Glenelg (Vic.)
878,3305,Glenelg (Vic.)
879,3305,Glenelg (Vic.)
880,3305,Portland
881,3305,Portland
882,3305,Portland
883,3309,Glenelg (Vic.)
884,3310,Glenelg (Vic.)
885,3310,Glenelg (Vic.)
886,3311,Glenelg (Vic.)
887,3311,Glenelg (Vic.)
888,3311,Glenelg (Vic.)
889,3311,Glenelg (Vic.)
890,3312,Glenelg (Vic.)
891,3312,Glenelg (Vic.)
892,3312,Southern Grampians
893,3312,West Wimmera
894,3312,West Wimmera
895,3312,West Wimmera
896,3312,Glenelg (Vic.)
897,3312,Glenelg (Vic.)
898,3312,Glenelg (Vic.)
899,3312,Glenelg (Vic.)
900,3312,Glenelg (Vic.)
901,3312,Southern Grampians
902,3312,Glenelg (Vic.)
903,3312,West Wimmera
904,3312,West Wimmera
905,3312,Glenelg (Vic.)
906,3312,Glenelg (Vic.)
907,3312,Glenelg (Vic.)
908,3312,Glenelg (Vic.)
909,3312,Glenelg (Vic.)
910,3314,Southern Grampians
911,3314,Southern Grampians
912,3314,Southern Grampians
913,3314,Southern Grampians
914,3314,Southern Grampians
915,3314,Southern Grampians
916,3315,Southern Grampians
917,3315,Southern Grampians
918,3315,Southern Grampians
919,3315,Southern Grampians
920,3315,Southern Grampians
921,3315,Southern Grampians
922,3315,Southern Grampians
923,3315,Southern Grampians
924,3315,Southern Grampians
925,3315,Southern Grampians
926,3315,Southern Grampians
927,3315,Southern Grampians
928,3315,Southern Grampians
929,3315,Glenelg (Vic.)
930,3315,Glenelg (Vic.)
931,3315,Southern Grampians
932,3315,Southern Grampians
933,3315,Southern Grampians
934,3317,West Wimmera
935,3318,West Wimmera
936,3318,West Wimmera
937,3318,West Wimmera
938,3318,West Wimmera
939,3318,West Wimmera
940,3318,West Wimmera
941,3318,West Wimmera
942,3318,West Wimmera
943,3318,West Wimmera
944,3319,West Wimmera
945,3319,West Wimmera
946,3319,West Wimmera
947,3321,Golden Plains - South
948,3321,Golden Plains - South
949,3321,Colac Region
950,3322,Colac Region
951,3323,Corangamite - North
952,3323,Corangamite - North
953,3323,Corangamite - North
954,3324,Corangamite - North
955,3324,Corangamite - North
956,3324,Corangamite - North
957,3325,Corangamite - North
958,3325,Corangamite - North
959,3325,Corangamite - North
960,3325,Corangamite - North
961,3328,Golden Plains - South
962,3329,Golden Plains - South
963,3329,Colac Region
964,3329,Golden Plains - South
965,3330,Golden Plains - South
966,3331,Bannockburn
967,3331,Bannockburn
968,3331,Golden Plains - South
969,3331,Bannockburn
970,3331,Golden Plains - South
971,3331,Golden Plains - South
972,3331,Golden Plains - South
973,3332,Golden Plains - South
974,3333,Golden Plains - South
975,3333,Golden Plains - South
976,3334,Gordon (Vic.)
977,3334,Gordon (Vic.)
978,3334,Gordon (Vic.)
979,3334,Gordon (Vic.)
980,3334,Gordon (Vic.)
981,3335,Hillside
982,3335,Rockbank - Mount Cottrell
983,3335,Hillside
984,3335,Rockbank - Mount Cottrell
985,3335,Rockbank - Mount Cottrell
986,3336,Rockbank - Mount Cottrell
987,3336,Rockbank - Mount Cottrell
988,3336,Rockbank - Mount Cottrell
989,3337,Melton West
990,3337,Melton
991,3337,Melton
992,3337,Melton West
993,3337,Melton
994,3338,Melton South
995,3338,Melton South
996,3338,Melton South
997,3338,Melton South
998,3338,Melton South
999,3338,Melton South
1000,3338,Melton South
1001,3340,Bacchus Marsh
1002,3340,Lara
1003,3340,Bacchus Marsh Region
1004,3340,Bacchus Marsh
1005,3340,Bacchus Marsh
1006,3340,Bacchus Marsh Region
1007,3340,Bacchus Marsh
1008,3340,Bacchus Marsh
1009,3340,Bacchus Marsh
1010,3340,Bacchus Marsh
1011,3340,Bacchus Marsh Region
1012,3340,Bacchus Marsh Region
1013,3340,Lara
1014,3341,Bacchus Marsh Region
1015,3341,Bacchus Marsh Region
1016,3341,Bacchus Marsh Region
1017,3341,Bacchus Marsh Region
1018,3341,Bacchus Marsh
1019,3342,Bacchus Marsh Region
1020,3342,Bacchus Marsh Region
1021,3342,Bacchus Marsh Region
1022,3342,Gordon (Vic.)
1023,3342,Bacchus Marsh Region
1024,3342,Golden Plains - South
1025,3342,Bacchus Marsh Region
1026,3342,Bacchus Marsh Region
1027,3342,Bacchus Marsh Region
1028,3345,Gordon (Vic.)
1029,3350,Alfredton
1030,3350,Ballarat
1031,3350,Ballarat
1032,3350,Ballarat
1033,3350,Ballarat - North
1034,3350,Ballarat - North
1035,3350,Ballarat
1036,3350,Ballarat - North
1037,3350,Ballarat - North
1038,3350,Ballarat - South
1039,3350,Ballarat - North
1040,3350,Ballarat - South
1041,3350,Ballarat - North
1042,3350,Ballarat
1043,3350,Alfredton
1044,3350,Ballarat - South
1045,3350,Buninyong
1046,3350,Ballarat - South
1047,3350,Ballarat - North
1048,3350,Ballarat
1049,3350,Ballarat - South
1050,3350,Ballarat - North
1051,3350,Ballarat - South
1052,3351,Golden Plains - North
1053,3351,Beaufort
1054,3351,Golden Plains - North
1055,3351,Beaufort
1056,3351,Beaufort
1057,3351,Smythes Creek
1058,3351,Golden Plains - North
1059,3351,Beaufort
1060,3351,Golden Plains - North
1061,3351,Ararat Region
1062,3351,Ararat Region
1063,3351,Beaufort
1064,3351,Beaufort
1065,3351,Ararat Region
1066,3351,Golden Plains - North
1067,3351,Smythes Creek
1068,3351,Golden Plains - North
1069,3351,Golden Plains - North
1070,3351,Golden Plains - South
1071,3351,Smythes Creek
1072,3351,Golden Plains - North
1073,3351,Delacombe
1074,3351,Golden Plains - North
1075,3351,Beaufort
1076,3351,Golden Plains - North
1077,3351,Golden Plains - North
1078,3351,Ararat Region
1079,3351,Golden Plains - North
1080,3351,Ararat Region
1081,3352,Creswick - Clunes
1082,3352,Ballarat
1083,3352,Gordon (Vic.)
1084,3352,Creswick - Clunes
1085,3352,Gordon (Vic.)
1086,3352,Delacombe
1087,3352,Beaufort
1088,3352,Gordon (Vic.)
1089,3352,Gordon (Vic.)
1090,3352,Delacombe
1091,3352,Beaufort
1092,3352,Smythes Creek
1093,3352,Alfredton
1094,3352,Alfredton
1095,3352,Ballarat - North
1096,3352,Gordon (Vic.)
1097,3352,Gordon (Vic.)
1098,3352,Gordon (Vic.)
1099,3352,Golden Plains - South
1100,3352,Creswick - Clunes
1101,3352,Golden Plains - South
1102,3352,Gordon (Vic.)
1103,3352,Gordon (Vic.)
1104,3352,Golden Plains - North
1105,3352,Beaufort
1106,3352,Golden Plains - North
1107,3352,Ballarat - North
1108,3352,Avoca
1109,3352,Ballarat - North
1110,3352,Golden Plains - North
1111,3352,Ballarat - North
1112,3352,Gordon (Vic.)
1113,3352,Avoca
1114,3352,Beaufort
1115,3352,Creswick - Clunes
1116,3352,Gordon (Vic.)
1117,3352,Avoca
1118,3352,Buninyong
1119,3352,Gordon (Vic.)
1120,3352,Wendouree - Miners Rest
1121,3352,Wendouree - Miners Rest
1122,3352,Gordon (Vic.)
1123,3352,Creswick - Clunes
1124,3352,Gordon (Vic.)
1125,3352,Golden Plains - South
1126,3352,Avoca
1127,3352,Wendouree - Miners Rest
1128,3352,Golden Plains - North
1129,3352,Gordon (Vic.)
1130,3352,Gordon (Vic.)
1131,3352,Buninyong
1132,3352,Gordon (Vic.)
1133,3352,Gordon (Vic.)
1134,3352,Creswick - Clunes
1135,3352,Gordon (Vic.)
1136,3352,Ballarat - North
1137,3352,Creswick - Clunes
1138,3352,Avoca
1139,3352,Creswick - Clunes
1140,3352,Golden Plains - North
1141,3352,Creswick - Clunes
1142,3352,Gordon (Vic.)
1143,3353,Ballarat
1144,3354,Ballarat
1145,3354,Ballarat
1146,3355,Ballarat
1147,3355,Wendouree - Miners Rest
1148,3355,Wendouree - Miners Rest
1149,3355,Wendouree - Miners Rest
1150,3356,Delacombe
1151,3356,Delacombe
1152,3356,Ballarat - South
1153,3357,Buninyong
1154,3357,Buninyong
1155,3357,Golden Plains - South
1156,3358,Romsey
1157,3360,Golden Plains - North
1158,3360,Golden Plains - North
1159,3360,Golden Plains - North
1160,3360,Corangamite - North
1161,3360,Golden Plains - North
1162,3361,Corangamite - North
1163,3361,Beaufort
1164,3361,Corangamite - North
1165,3363,Creswick - Clunes
1166,3363,Creswick - Clunes
1167,3363,Creswick - Clunes
1168,3363,Creswick - Clunes
1169,3363,Daylesford
1170,3363,Creswick - Clunes
1171,3363,Creswick - Clunes
1172,3364,Creswick - Clunes
1173,3364,Creswick - Clunes
1174,3364,Creswick - Clunes
1175,3364,Gordon (Vic.)
1176,3364,Daylesford
1177,3364,Creswick - Clunes
1178,3364,Creswick - Clunes
1179,3364,Creswick - Clunes
1180,3364,Creswick - Clunes
1181,3364,Creswick - Clunes
1182,3364,Creswick - Clunes
1183,3364,Castlemaine Region
1184,3364,Creswick - Clunes
1185,3364,Daylesford
1186,3364,Creswick - Clunes
1187,3364,Daylesford
1188,3364,Creswick - Clunes
1189,3364,Daylesford
1190,3364,Daylesford
1191,3364,Creswick - Clunes
1192,3364,Creswick - Clunes
1193,3364,Creswick - Clunes
1194,3364,Creswick - Clunes
1195,3364,Castlemaine Region
1196,3364,Creswick - Clunes
1197,3364,Daylesford
1198,3370,Creswick - Clunes
1199,3370,Creswick - Clunes
1200,3370,Maryborough Region
1201,3370,Creswick - Clunes
1202,3371,Maryborough Region
1203,3371,Avoca
1204,3371,Maryborough Region
1205,3371,Creswick - Clunes
1206,3371,Avoca
1207,3371,Maryborough Region
1208,3371,Maryborough Region
1209,3371,Maryborough Region
1210,3371,Maryborough Region
1211,3371,Maryborough Region
1212,3373,Beaufort
1213,3373,Beaufort
1214,3373,Beaufort
1215,3373,Beaufort
1216,3373,Ararat Region
1217,3373,Beaufort
1218,3373,Beaufort
1219,3373,Beaufort
1220,3373,Beaufort
1221,3373,Beaufort
1222,3373,Beaufort
1223,3373,Beaufort
1224,3373,Beaufort
1225,3373,Beaufort
1226,3374,Stawell
1227,3375,Ararat Region
1228,3375,Ararat Region
1229,3375,Ararat Region
1230,3375,Beaufort
1231,3377,Avoca
1232,3377,Ararat
1233,3377,Ararat
1234,3377,Ararat Region
1235,3377,Avoca
1236,3377,Stawell
1237,3377,Ararat Region
1238,3377,Avoca
1239,3377,Ararat Region
1240,3377,Ararat Region
1241,3377,Ararat Region
1242,3377,Avoca
1243,3377,Stawell
1244,3377,Ararat Region
1245,3377,Ararat Region
1246,3377,Ararat Region
1247,3377,Ararat Region
1248,3377,Ararat Region
1249,3377,Beaufort
1250,3377,Ararat Region
1251,3377,Ararat Region
1252,3377,Ararat Region
1253,3377,Ararat Region
1254,3377,Ararat Region
1255,3377,Avoca
1256,3377,Ararat Region
1257,3378,Ararat Region
1258,3378,Ararat Region
1259,3379,Merimbula - Tura Beach
1260,3379,Ararat Region
1261,3379,Moyne - East
1262,3379,Ararat Region
1263,3379,Ararat Region
1264,3379,Ararat Region
1265,3379,Ararat Region
1266,3379,Ararat Region
1267,3379,Ararat Region
1268,3380,Stawell
1269,3380,Stawell
1270,3380,Stawell
1271,3380,Stawell
1272,3380,Stawell
1273,3380,St Arnaud
1274,3381,Avoca
1275,3381,Stawell
1276,3381,Stawell
1277,3381,Stawell
1278,3381,St Arnaud
1279,3381,Stawell
1280,3381,Stawell
1281,3381,Stawell
1282,3381,Stawell
1283,3381,Stawell
1284,3381,Ararat Region
1285,3381,Stawell
1286,3381,Stawell
1287,3381,Stawell
1288,3381,Stawell
1289,3381,Stawell
1290,3381,St Arnaud
1291,3381,Stawell
1292,3381,Stawell
1293,3381,Yarriambiack
1294,3381,Stawell
1295,3381,Stawell
1296,3381,Stawell
1297,3381,Stawell
1298,3381,Ararat Region
1299,3381,St Arnaud
1300,3381,Stawell
1301,3381,St Arnaud
1302,3381,St Arnaud
1303,3384,Avoca
1304,3384,Stawell
1305,3384,Avoca
1306,3384,Stawell
1307,3384,Stawell
1308,3384,Avoca
1309,3384,Stawell
1310,3384,St Arnaud
1311,3384,Avoca
1312,3384,Stawell
1313,3384,Avoca
1314,3385,Horsham Region
1315,3385,Stawell
1316,3385,Stawell
1317,3385,Stawell
1318,3385,Yarriambiack
1319,3385,Stawell
1320,3385,Stawell
1321,3385,Stawell
1322,3387,St Arnaud
1323,3387,Stawell
1324,3387,Stawell
1325,3387,Stawell
1326,3387,Stawell
1327,3387,St Arnaud
1328,3387,St Arnaud
1329,3387,St Arnaud
1330,3387,Stawell
1331,3387,St Arnaud
1332,3387,St Arnaud
1333,3388,St Arnaud
1334,3388,Yarriambiack
1335,3390,Yarriambiack
1336,3390,Yarriambiack
1337,3391,Yarriambiack
1338,3392,Yarriambiack
1339,3392,Yarriambiack
1340,3392,Yarriambiack
1341,3393,Yarriambiack
1342,3393,Yarriambiack
1343,3393,Yarriambiack
1344,3393,Yarriambiack
1345,3393,Yarriambiack
1346,3393,Yarriambiack
1347,3393,Yarriambiack
1348,3393,Yarriambiack
1349,3393,Yarriambiack
1350,3393,Yarriambiack
1351,3393,Yarriambiack
1352,3395,Yarriambiack
1353,3395,Nhill Region
1354,3395,Buloke
1355,3395,Yarriambiack
1356,3396,Yarriambiack
1357,3396,Yarriambiack
1358,3396,Yarriambiack
1359,3399,Horsham Region
1360,3399,Horsham Region
1361,3400,Horsham Region
1362,3400,Horsham
1363,3400,Horsham
1364,3400,Horsham Region
1365,3400,Horsham
1366,3400,Horsham
1367,3400,Horsham
1368,3401,Horsham Region
1369,3401,Horsham Region
1370,3401,Horsham Region
1371,3401,Southern Grampians
1372,3401,Horsham Region
1373,3401,Horsham Region
1374,3401,Horsham Region
1375,3401,Horsham
1376,3401,West Wimmera
1377,3401,Horsham Region
1378,3401,Horsham Region
1379,3401,West Wimmera
1380,3401,Horsham
1381,3401,Horsham
1382,3401,Horsham Region
1383,3401,Horsham Region
1384,3401,Horsham Region
1385,3401,Horsham Region
1386,3401,Horsham Region
1387,3401,West Wimmera
1388,3401,Horsham Region
1389,3401,Horsham Region
1390,3401,Horsham Region
1391,3401,Horsham Region
1392,3401,West Wimmera
1393,3401,West Wimmera
1394,3401,Horsham Region
1395,3401,Horsham Region
1396,3401,Horsham Region
1397,3401,West Wimmera
1398,3401,Horsham Region
1399,3401,Horsham Region
1400,3401,Horsham Region
1401,3401,Horsham Region
1402,3401,Horsham
1403,3401,Southern Grampians
1404,3401,
1405,3401,Horsham Region
1406,3401,Horsham Region
1407,3401,Horsham Region
1408,3401,Horsham Region
1409,3401,Horsham Region
1410,3401,Horsham Region
1411,3401,Yarriambiack
1412,3401,Horsham Region
1413,3401,West Wimmera
1414,3401,Horsham Region
1415,3401,Stawell
1416,3402,Horsham
1417,3407,Southern Grampians
1418,3407,Southern Grampians
1419,3407,Southern Grampians
1420,3407,Southern Grampians
1421,3407,Southern Grampians
1422,3409,Horsham Region
1423,3409,Horsham Region
1424,3409,West Wimmera
1425,3409,Horsham Region
1426,3409,Horsham Region
1427,3409,Horsham Region
1428,3409,West Wimmera
1429,3409,Horsham Region
1430,3409,Horsham Region
1431,3409,Horsham Region
1432,3409,Horsham Region
1433,3409,West Wimmera
1434,3412,West Wimmera
1435,3413,West Wimmera
1436,3413,West Wimmera
1437,3413,West Wimmera
1438,3413,West Wimmera
1439,3414,Nhill Region
1440,3414,Nhill Region
1441,3414,Nhill Region
1442,3415,Nhill Region
1443,3415,Robertson - Fitzroy Falls
1444,3418,Nhill Region
1445,3418,Nhill Region
1446,3418,Nhill Region
1447,3418,Nhill Region
1448,3418,Nhill Region
1449,3418,Nhill Region
1450,3418,Nhill Region
1451,3418,Nhill Region
1452,3418,Nhill Region
1453,3418,Nhill Region
1454,3419,Nhill Region
1455,3420,Nhill Region
1456,3420,Nhill Region
1457,3420,Nhill Region
1458,3423,Nhill Region
1459,3423,Nhill Region
1460,3424,Nhill Region
1461,3424,Nhill Region
1462,3424,Yarriambiack
1463,3427,Sunbury - South
1464,3427,Sunbury - South
1465,3428,Greenvale - Bulla
1466,3429,Sunbury - South
1467,3429,Sunbury
1468,3430,Romsey
1469,3431,Riddells Creek
1470,3432,Romsey
1471,3433,Romsey
1472,3434,Riddells Creek
1473,3434,Romsey
1474,3434,Romsey
1475,3434,Romsey
1476,3435,Romsey
1477,3435,Romsey
1478,3435,Romsey
1479,3435,Seymour Region
1480,3437,Gisborne
1481,3437,Gisborne
1482,3437,Gisborne
1483,3438,Gisborne
1484,3440,Macedon
1485,3441,Macedon
1486,3442,Woodend
1487,3442,Woodend
1488,3442,Kyneton
1489,3442,Romsey
1490,3442,Woodend
1491,3442,Romsey
1492,3442,Woodend
1493,3442,Romsey
1494,3442,Woodend
1495,3442,Woodend
1496,3444,Castlemaine Region
1497,3444,Kyneton
1498,3444,Kyneton
1499,3444,Kyneton
1500,3444,Seymour Region
1501,3444,Kyneton
1502,3444,Kyneton
1503,3444,Kyneton
1504,3444,Castlemaine Region
1505,3444,Kyneton
1506,3444,Bendigo Region - South
1507,3444,Castlemaine Region
1508,3444,Heathcote
1509,3444,Bendigo Region - South
1510,3444,Kyneton
1511,3444,Kyneton
1512,3444,Kyneton
1513,3444,Castlemaine Region
1514,3444,Kyneton
1515,3444,Kyneton
1516,3444,Kyneton
1517,3444,Daylesford
1518,3446,Castlemaine Region
1519,3446,Kyneton
1520,3447,Castlemaine Region
1521,3448,Castlemaine Region
1522,3448,Castlemaine Region
1523,3448,Castlemaine Region
1524,3450,Castlemaine
1525,3450,Castlemaine
1526,3451,Castlemaine Region
1527,3451,Castlemaine
1528,3451,Castlemaine
1529,3451,Castlemaine
1530,3451,Castlemaine Region
1531,3451,Castlemaine Region
1532,3451,Castlemaine Region
1533,3451,Castlemaine
1534,3451,Castlemaine Region
1535,3451,Castlemaine Region
1536,3451,Castlemaine Region
1537,3451,Castlemaine
1538,3451,Castlemaine Region
1539,3451,Castlemaine Region
1540,3451,Castlemaine Region
1541,3451,Castlemaine Region
1542,3451,Castlemaine Region
1543,3453,Castlemaine Region
1544,3453,Castlemaine Region
1545,3453,Bendigo Region - South
1546,3453,Castlemaine Region
1547,3458,Bacchus Marsh Region
1548,3458,Bacchus Marsh Region
1549,3458,Kyneton
1550,3458,Bacchus Marsh Region
1551,3458,Daylesford
1552,3458,Daylesford
1553,3458,Daylesford
1554,3458,Daylesford
1555,3458,Woodend
1556,3460,Daylesford
1557,3460,Daylesford
1558,3461,Daylesford
1559,3461,Daylesford
1560,3461,Daylesford
1561,3461,Daylesford
1562,3461,Daylesford
1563,3461,Daylesford
1564,3461,Daylesford
1565,3461,Daylesford
1566,3461,Daylesford
1567,3461,Daylesford
1568,3461,Daylesford
1569,3461,Daylesford
1570,3461,Daylesford
1571,3461,Daylesford
1572,3461,Daylesford
1573,3461,Daylesford
1574,3461,Daylesford
1575,3461,Daylesford
1576,3461,Daylesford
1577,3461,Daylesford
1578,3461,Daylesford
1579,3461,Daylesford
1580,3461,Daylesford
1581,3461,Gordon (Vic.)
1582,3461,Castlemaine Region
1583,3461,Daylesford
1584,3461,Daylesford
1585,3461,Castlemaine Region
1586,3462,Castlemaine Region
1587,3462,Castlemaine Region
1588,3462,Castlemaine Region
1589,3462,Castlemaine Region
1590,3462,Castlemaine Region
1591,3462,Castlemaine Region
1592,3463,Castlemaine Region
1593,3463,Castlemaine Region
1594,3463,Castlemaine Region
1595,3463,Castlemaine Region
1596,3463,Castlemaine Region
1597,3463,Loddon
1598,3463,Castlemaine Region
1599,3463,Castlemaine Region
1600,3463,Castlemaine Region
1601,3463,Castlemaine Region
1602,3463,Castlemaine Region
1603,3463,Bendigo Region - South
1604,3463,Castlemaine Region
1605,3463,Castlemaine Region
1606,3463,Loddon
1607,3464,Maryborough Region
1608,3465,Maryborough Region
1609,3465,Maryborough Region
1610,3465,Maryborough Region
1611,3465,Maryborough Region
1612,3465,Maryborough Region
1613,3465,Maryborough Region
1614,3465,Maryborough Region
1615,3465,Maryborough Region
1616,3465,Maryborough Region
1617,3465,Maryborough Region
1618,3465,Avoca
1619,3465,Maryborough Region
1620,3465,Maryborough (Vic.)
1621,3465,Maryborough Region
1622,3465,Maryborough Region
1623,3465,Avoca
1624,3465,Avoca
1625,3465,Avoca
1626,3465,Maryborough Region
1627,3465,Maryborough Region
1628,3465,Maryborough Region
1629,3465,Maryborough Region
1630,3465,Maryborough Region
1631,3467,Avoca
1632,3467,Avoca
1633,3468,Avoca
1634,3468,Beaufort
1635,3469,Avoca
1636,3469,Avoca
1637,3469,Beaufort
1638,3469,Avoca
1639,3469,Avoca
1640,3472,Maryborough Region
1641,3472,Maryborough Region
1642,3472,Maryborough Region
1643,3472,Maryborough Region
1644,3472,Maryborough Region
1645,3472,Maryborough Region
1646,3472,Maryborough Region
1647,3472,Maryborough Region
1648,3472,Loddon
1649,3472,Maryborough Region
1650,3472,Maryborough Region
1651,3475,Maryborough Region
1652,3475,Maryborough Region
1653,3475,Maryborough Region
1654,3475,Loddon
1655,3475,Loddon
1656,3475,St Arnaud
1657,3475,Loddon
1658,3477,St Arnaud
1659,3477,St Arnaud
1660,3477,St Arnaud
1661,3477,St Arnaud
1662,3477,Buloke
1663,3477,St Arnaud
1664,3477,St Arnaud
1665,3477,St Arnaud
1666,3477,St Arnaud
1667,3477,St Arnaud
1668,3477,St Arnaud
1669,3477,St Arnaud
1670,3477,St Arnaud
1671,3477,St Arnaud
1672,3477,St Arnaud
1673,3477,St Arnaud
1674,3477,St Arnaud
1675,3477,St Arnaud
1676,3477,Avoca
1677,3477,St Arnaud
1678,3477,St Arnaud
1679,3477,St Arnaud
1680,3477,St Arnaud
1681,3477,St Arnaud
1682,3477,St Arnaud
1683,3477,St Arnaud
1684,3477,St Arnaud
1685,3477,St Arnaud
1686,3477,St Arnaud
1687,3477,St Arnaud
1688,3478,St Arnaud
1689,3478,St Arnaud
1690,3478,Loddon
1691,3478,St Arnaud
1692,3478,St Arnaud
1693,3478,Buloke
1694,3478,St Arnaud
1695,3478,Avoca
1696,3478,Buloke
1697,3478,St Arnaud
1698,3478,St Arnaud
1699,3478,St Arnaud
1700,3478,St Arnaud
1701,3478,St Arnaud
1702,3478,St Arnaud
1703,3478,St Arnaud
1704,3478,St Arnaud
1705,3478,St Arnaud
1706,3478,St Arnaud
1707,3478,Avoca
1708,3478,Avoca
1709,3478,Avoca
1710,3478,St Arnaud
1711,3478,St Arnaud
1712,3478,St Arnaud
1713,3478,St Arnaud
1714,3478,St Arnaud
1715,3478,St Arnaud
1716,3478,St Arnaud
1717,3478,Avoca
1718,3478,St Arnaud
1719,3478,St Arnaud
1720,3478,Stawell
1721,3478,Avoca
1722,3478,Buloke
1723,3480,Yarriambiack
1724,3480,Buloke
1725,3480,Yarriambiack
1726,3480,Buloke
1727,3480,Buloke
1728,3480,Buloke
1729,3480,Buloke
1730,3480,Buloke
1731,3480,Buloke
1732,3480,Buloke
1733,3480,Buloke
1734,3480,Buloke
1735,3480,Buloke
1736,3480,Buloke
1737,3480,Buloke
1738,3480,Buloke
1739,3480,Buloke
1740,3480,Buloke
1741,3480,St Arnaud
1742,3480,St Arnaud
1743,3480,St Arnaud
1744,3482,Buloke
1745,3482,Buloke
1746,3482,Buloke
